chromosome	type	id	strand	orf.start	orf.end	utr3.start	utr3.end	utr5.start	utr5.end
chrVI	gene	YFL013W-A	+	107799	108602	108603	108737	107789	107798
chrVI	gene	YFL014W	+	107256	107585	107586	107788	107209	107255
chrVI	gene	YFL015W-A	+	106415	106732	106733	106808	106289	106414
chrVI	gene	YFL017W-A	+	103699	103932	103933	104008	103309	103698
chrVI	gene	YFL021W	+	95966	97498	97499	97645	95831	95965
chrVI	gene	YFL023W	+	90986	93376	93377	93473	90773	90985
chrVI	gene	YFL026W	+	82580	83875	83876	84099	82380	82579
chrVI	gene	YFL030W	+	76831	77988	77989	78075	76562	76830
chrVI	gene	YFL031W	+	75179	76147	76148	76563	75062	75178
chrVI	gene	YFL034W	+	65477	68698	68699	68818	65272	65476
chrVI	gene	YFL036W	+	58782	62837	62838	62898	58543	58781
chrVI	gene	YFL037W	+	56336	57709	57710	58113	56203	56335
chrVI	gene	YFL040W	+	51350	52972	52973	53370	51215	51349
chrVI	gene	YFL041W	+	49139	51007	51008	51181	49076	49138
chrVI	gene	YFL041W-A	+	48734	48925	48926	48970	48727	48733
chrVI	gene	YFL046W	+	42815	43438	43439	43588	42563	42814
chrVI	gene	YFL047W	+	40421	42565	42566	42625	40286	40420
chrVI	gene	YFL049W	+	36803	38674	38675	38817	36751	36802
chrVI	gene	YFL052W	+	28232	29629	29630	29764	28097	28231
chrVI	gene	YFL053W	+	23423	25198	25199	25333	23288	23422
chrVI	gene	YFL055W	+	17004	18680	18681	19081	16954	17003
chrVI	gene	YFL058W	+	12929	13951	13952	14086	12794	12928
chrVI	gene	YFL059W	+	11363	12259	12260	12394	11228	11362
chrVI	gene	YFL061W	+	9545	10222	10223	10357	9410	9544
chrVI	gene	YFL062W	+	6426	7565	7566	7700	6291	6425
chrVI	gene	YFL063W	+	5066	5521	5522	5656	4931	5065
chrVI	gene	YFL067W	+	836	1363	1364	1498	701	835
chrVI	gene	YFL068W	+	53	535	536	670	-82	52
chrVI	gene	YFR001W	+	149110	149724	149725	149818	148843	149109
chrVI	gene	YFR002W	+	150016	152535	152536	152618	150000	150015
chrVI	gene	YFR004W	+	153393	154313	154314	154372	153340	153392
chrVI	gene	YFR006W	+	156145	157752	157753	157861	155963	156144
chrVI	gene	YFR007W	+	159299	160360	160361	160417	159244	159298
chrVI	gene	YFR008W	+	160535	161200	161201	161593	160509	160534
chrVI	gene	YFR009W	+	162488	164746	164747	164935	162371	162487
chrVI	gene	YFR009W-A	+	163875	164132	164133	164267	163740	163874
chrVI	gene	YFR010W	+	165067	166566	166567	166658	164984	165066
chrVI	gene	YFR010W-A	+	166728	166916	166917	167299	166573	166727
chrVI	gene	YFR012W	+	167888	168496	168497	168631	167753	167887
chrVI	gene	YFR012W-A	+	169224	169310	169311	169445	169089	169223
chrVI	gene	YFR013W	+	169922	172285	172286	172381	169862	169921
chrVI	gene	YFR019W	+	184502	191338	191339	191513	184499	184501
chrVI	gene	YFR020W	+	192737	193435	193436	193815	192612	192736
chrVI	gene	YFR021W	+	194812	196314	196315	196419	194723	194811
chrVI	gene	YFR022W	+	196833	199034	199035	199143	196496	196832
chrVI	gene	YFR023W	+	199874	201709	201710	201981	199739	199873
chrVI	gene	YFR027W	+	207452	208297	208298	208428	207389	207451
chrVI	gene	YFR029W	+	210937	212973	212974	213049	210805	210936
chrVI	gene	YFR030W	+	213312	216419	216420	216466	213257	213311
chrVI	gene	YFR034W-A	+	226022	226309	226310	226444	225887	226021
chrVI	gene	YFR036W	+	226963	227337	227338	227512	226863	226962
chrVI	gene	YFR036W-A	+	227451	228101	228102	228236	227316	227450
chrVI	gene	YFR038W	+	229380	231941	231942	232032	229292	229379
chrVI	gene	YFR040W	+	234242	237250	237251	237351	233935	234241
chrVI	gene	YFR042W	+	238458	239060	239061	239168	238415	238457
chrVI	gene	YFR045W	+	241998	242999	243000	243105	241945	241997
chrVI	gene	YFR048W	+	246146	248134	248135	248183	246069	246145
chrVI	gene	YFR049W	+	248523	248894	248895	249091	248352	248522
chrVI	gene	YFR052W	+	252505	253329	253330	253538	252433	252504
chrVI	gene	YFR055W	+	264204	265226	265227	265703	263663	264203
chrVI	gene	YFR057W	+	269061	269516	269517	269651	268926	269060
chrVII	gene	YGL002W	+	494517	495167	495168	495447	494388	494516
chrVII	gene	YGL006W	+	485921	489442	489443	489577	485334	485920
chrVII	gene	YGL006W-A	+	485423	485533	485534	485668	485334	485422
chrVII	gene	YGL007W	+	483260	483637	483638	483772	482900	483259
chrVII	gene	YGL010W	+	475545	476069	476070	476242	475451	475544
chrVII	gene	YGL012W	+	472855	474276	474277	474380	472819	472854
chrVII	gene	YGL014W	+	466141	468807	468808	468899	465736	466140
chrVII	gene	YGL016W	+	461666	464911	464912	465088	461531	461665
chrVII	gene	YGL017W	+	459854	461365	461366	461430	459067	459853
chrVII	gene	YGL019W	+	458156	458992	458993	459091	458067	458155
chrVII	gene	YGL021W	+	454785	457067	457068	457180	454650	454784
chrVII	gene	YGL022W	+	452404	454560	454561	454805	452226	452403
chrVII	gene	YGL024W	+	449788	450123	450124	450157	449653	449787
chrVII	gene	YGL029W	+	440063	440425	440426	440635	440004	440062
chrVII	gene	YGL030W	+	439091	439638	439639	439964	438991	439090
chrVII	gene	YGL033W	+	435625	436401	436402	436667	435490	435624
chrVII	gene	YGL036W	+	428601	431330	431331	431417	428023	428600
chrVII	gene	YGL039W	+	423961	425007	425008	425116	423406	423960
chrVII	gene	YGL041W-A	+	418825	419289	419290	419424	418668	418824
chrVII	gene	YGL043W	+	417483	418412	418413	418642	417460	417482
chrVII	gene	YGL045W	+	414102	415730	415731	415931	413970	414101
chrVII	gene	YGL047W	+	411552	412160	412161	412284	411473	411551
chrVII	gene	YGL050W	+	405776	406597	406598	406769	405710	405775
chrVII	gene	YGL051W	+	403687	404391	404392	404526	403306	403686
chrVII	gene	YGL052W	+	403437	403742	403743	403877	403306	403436
chrVII	gene	YGL053W	+	402589	403302	403303	403709	402585	402588
chrVII	gene	YGL055W	+	398628	400160	400161	400385	398184	398627
chrVII	gene	YGL058W	+	393986	394504	394505	394752	393927	393985
chrVII	gene	YGL059W	+	392223	393698	393699	393932	392014	392222
chrVII	gene	YGL060W	+	390065	391990	391991	392013	389916	390064
chrVII	gene	YGL062W	+	385196	388732	388733	388967	384961	385195
chrVII	gene	YGL063W	+	383654	384766	384767	385160	383341	383653
chrVII	gene	YGL066W	+	377609	379582	379583	379812	377433	377608
chrVII	gene	YGL067W	+	376101	377255	377256	377360	375745	376100
chrVII	gene	YGL068W	+	375087	375671	375672	375781	374905	375086
chrVII	gene	YGL071W	+	372012	374084	374085	374868	371475	372011
chrVII	gene	YGL073W	+	368753	371254	371255	371313	368631	368752
chrVII	gene	YGL079W	+	359444	360100	360101	360243	359217	359443
chrVII	gene	YGL080W	+	358636	359028	359029	359284	358574	358635
chrVII	gene	YGL081W	+	357377	358339	358340	358576	357257	357376
chrVII	gene	YGL082W	+	355827	356972	356973	357164	355660	355826
chrVII	gene	YGL083W	+	353058	355472	355473	355616	352950	353057
chrVII	gene	YGL085W	+	349616	350440	350441	350516	349577	349615
chrVII	gene	YGL086W	+	347119	349368	349369	349543	346440	347118
chrVII	gene	YGL088W	+	345836	346201	346202	346439	345814	345835
chrVII	gene	YGL090W	+	343319	344584	344585	344774	343281	343318
chrVII	gene	YGL092W	+	337906	341859	341860	341881	337786	337905
chrVII	gene	YGL093W	+	334886	337639	337640	337684	334811	334885
chrVII	gene	YGL096W	+	325331	326161	326162	326438	325018	325330
chrVII	gene	YGL097W	+	321782	323230	323231	323312	321719	321781
chrVII	gene	YGL098W	+	317342	318079	318080	319502	316787	317341
chrVII	gene	YGL099W	+	314631	316553	316554	316596	314570	314630
chrVII	gene	YGL100W	+	313234	314283	314284	314393	313149	313233
chrVII	gene	YGL101W	+	312193	312840	312841	313092	312090	312192
chrVII	gene	YGL103W	+	310967	311927	311928	312030	310949	310966
chrVII	gene	YGL105W	+	307437	308567	308568	308669	307354	307436
chrVII	gene	YGL106W	+	306560	307009	307010	307258	306450	306559
chrVII	gene	YGL109W	+	303513	303836	303837	304135	303378	303512
chrVII	gene	YGL111W	+	299978	301369	301370	301521	299939	299977
chrVII	gene	YGL113W	+	295932	297938	297939	298164	295837	295931
chrVII	gene	YGL114W	+	293460	295637	295638	295743	293048	293459
chrVII	gene	YGL115W	+	292033	293001	293002	293083	291908	292032
chrVII	gene	YGL116W	+	289809	291641	291642	291740	289599	289808
chrVII	gene	YGL117W	+	288512	289309	289310	289468	288422	288511
chrVII	gene	YGL119W	+	284442	285947	285948	286093	284385	284441
chrVII	gene	YGL123W	+	277617	278381	278382	278469	277329	277616
chrVII	gene	YGL125W	+	272520	274322	274323	274756	272297	272519
chrVII	gene	YGL126W	+	270997	272139	272140	272381	270937	270996
chrVII	gene	YGL130W	+	266145	267524	267525	267665	266104	266144
chrVII	gene	YGL132W	+	261580	261915	261916	262050	261515	261579
chrVII	gene	YGL133W	+	257707	261501	261502	261595	257255	257706
chrVII	gene	YGL134W	+	255663	256964	256965	257189	255552	255662
chrVII	gene	YGL135W	+	254641	255294	255295	255431	254507	254640
chrVII	gene	YGL137W	+	249869	252738	252739	252928	249849	249868
chrVII	gene	YGL139W	+	245716	248124	248125	248449	245414	245715
chrVII	gene	YGL141W	+	238353	241085	241086	241694	238302	238352
chrVII	gene	YGL145W	+	230243	232348	232349	232370	230188	230242
chrVII	gene	YGL148W	+	226399	227529	227530	227634	226286	226398
chrVII	gene	YGL149W	+	225572	225877	225878	226012	225437	225571
chrVII	gene	YGL151W	+	217524	220922	220923	221700	217481	217523
chrVII	gene	YGL153W	+	216273	217298	217299	217357	216244	216272
chrVII	gene	YGL155W	+	214081	215211	215212	215409	213947	214080
chrVII	gene	YGL156W	+	210416	213667	213668	213828	210070	210415
chrVII	gene	YGL157W	+	209006	210049	210050	210134	208890	209005
chrVII	gene	YGL158W	+	207033	208571	208572	208706	206898	207032
chrVII	gene	YGL159W	+	202721	203833	203834	203940	202695	202720
chrVII	gene	YGL160W	+	200561	202273	202274	202541	200450	200560
chrVII	gene	YGL162W	+	198138	199037	199038	199144	197864	198137
chrVII	gene	YGL166W	+	191129	191806	191807	191967	191056	191128
chrVII	gene	YGL168W	+	187464	187796	187797	187931	187329	187463
chrVII	gene	YGL169W	+	186059	187339	187340	187545	185969	186058
chrVII	gene	YGL171W	+	182390	184084	184085	184534	182361	182389
chrVII	gene	YGL172W	+	180700	182118	182119	182213	180603	180699
chrVII	gene	YGL174W	+	174545	175345	175346	175446	174487	174544
chrVII	gene	YGL177W	+	167559	167906	167907	168041	166920	167558
chrVII	gene	YGL178W	+	167352	170571	170572	171217	166920	167351
chrVII	gene	YGL180W	+	160065	162758	162759	163353	159983	160064
chrVII	gene	YGL181W	+	157906	159096	159097	159208	157852	157905
chrVII	gene	YGL191W	+	144808	145197	145198	145443	144746	144807
chrVII	gene	YGL192W	+	142246	144048	144049	144335	141837	142245
chrVII	gene	YGL195W	+	131525	139543	139544	139639	131495	131524
chrVII	gene	YGL196W	+	129883	131169	131170	131350	129821	129882
chrVII	gene	YGL197W	+	124698	129161	129162	129803	124313	124697
chrVII	gene	YGL198W	+	123591	124298	124299	124348	123573	123590
chrVII	gene	YGL202W	+	116059	117561	117562	117630	115912	116058
chrVII	gene	YGL205W	+	108158	110404	110405	110539	108023	108157
chrVII	gene	YGL207W	+	98969	102076	102077	102356	98875	98968
chrVII	gene	YGL208W	+	97338	98585	98586	98692	97291	97337
chrVII	gene	YGL209W	+	95858	97006	97007	97113	95741	95857
chrVII	gene	YGL210W	+	93792	94460	94461	94568	93768	93791
chrVII	gene	YGL211W	+	92512	93591	93592	93684	92477	92511
chrVII	gene	YGL212W	+	91432	92382	92383	92517	91297	91431
chrVII	gene	YGL214W	+	90010	90495	90496	90630	89876	90009
chrVII	gene	YGL215W	+	87981	89339	89340	89875	87517	87980
chrVII	gene	YGL216W	+	84885	87302	87303	87521	84582	84884
chrVII	gene	YGL218W	+	83650	84300	84301	84340	82863	83649
chrVII	gene	YGL225W	+	76894	77907	77908	78020	76804	76893
chrVII	gene	YGL226W	+	73340	73711	73712	73811	73308	73339
chrVII	gene	YGL227W	+	69671	72547	72548	73215	69563	69670
chrVII	gene	YGL228W	+	67598	69331	69332	69479	67542	67597
chrVII	gene	YGL232W	+	62075	63002	63003	63669	62029	62074
chrVII	gene	YGL233W	+	59122	61854	61855	61944	59068	59121
chrVII	gene	YGL234W	+	56482	58890	58891	58999	56262	56481
chrVII	gene	YGL235W	+	55279	55815	55816	55871	55144	55278
chrVII	gene	YGL238W	+	49552	52434	52435	52534	49417	49551
chrVII	gene	YGL240W	+	48613	49365	49366	49500	48529	48612
chrVII	gene	YGL241W	+	45445	48459	48460	48528	45389	45444
chrVII	gene	YGL243W	+	43307	44509	44510	44645	43176	43306
chrVII	gene	YGL244W	+	41498	43174	43175	43285	41416	41497
chrVII	gene	YGL245W	+	39023	41149	41150	41396	38997	39022
chrVII	gene	YGL247W	+	36933	37526	37527	37557	36790	36932
chrVII	gene	YGL248W	+	35653	36762	36763	36818	35550	35652
chrVII	gene	YGL249W	+	33098	35212	35213	35549	32478	33097
chrVII	gene	YGL250W	+	31910	32635	32636	32973	31831	31909
chrVII	gene	YGL253W	+	23935	25395	25396	25583	23888	23934
chrVII	gene	YGL254W	+	22304	23203	23204	23887	22248	22303
chrVII	gene	YGL255W	+	20978	22108	22109	22204	20940	20977
chrVII	gene	YGL256W	+	15159	16307	16308	16482	14442	15158
chrVII	gene	YGL258W	+	11110	11730	11731	11865	10975	11109
chrVII	gene	YGL258W-A	+	9162	9395	9396	9486	8803	9161
chrVII	gene	YGL259W	+	8470	8967	8968	9102	8335	8469
chrVII	gene	YGL260W	+	6860	7090	7091	7225	6725	6859
chrVII	gene	YGL262W	+	5312	5839	5840	5974	5177	5311
chrVII	gene	YGL263W	+	2790	3932	3933	4067	2655	2789
chrVII	gene	YGR003W	+	500132	502366	502367	502638	500123	500131
chrVII	gene	YGR004W	+	502938	504326	504327	504619	502880	502937
chrVII	gene	YGR006W	+	506070	506825	506826	506951	506032	506069
chrVII	gene	YGR007W	+	506969	507940	507941	508081	506929	506968
chrVII	gene	YGR010W	+	511545	512732	512733	512867	511317	511544
chrVII	gene	YGR011W	+	512497	512823	512824	513071	512362	512496
chrVII	gene	YGR012W	+	513159	514340	514341	514365	513020	513158
chrVII	gene	YGR013W	+	514554	516416	516417	516679	514519	514553
chrVII	gene	YGR014W	+	516943	520863	520864	520991	516935	516942
chrVII	gene	YGR016W	+	522261	522833	522834	523629	522170	522260
chrVII	gene	YGR017W	+	523787	524680	524681	524795	523630	523786
chrVII	gene	YGR019W	+	525229	526644	526645	526656	524730	525228
chrVII	gene	YGR021W	+	527632	528504	528505	528597	527495	527631
chrVII	gene	YGR023W	+	529264	530919	530920	531217	529058	529263
chrVII	gene	YGR025W	+	532639	532941	532942	533618	532504	532638
chrVII	gene	YGR026W	+	532985	533821	533822	534093	532794	532984
chrVII	gene	YGR028W	+	542203	543291	543292	543422	542015	542202
chrVII	gene	YGR029W	+	543553	544205	544206	544508	543315	543552
chrVII	gene	YGR031W	+	546441	547469	547470	547897	546296	546440
chrVII	gene	YGR032W	+	548264	553951	553952	554037	547791	548263
chrVII	gene	YGR034W	+	555812	556672	556673	556860	555685	555811
chrVII	gene	YGR035W-A	+	557565	557786	557787	557794	556902	557564
chrVII	gene	YGR038W	+	560682	561350	561351	561535	560033	560681
chrVII	gene	YGR039W	+	574888	575199	575200	575278	574676	574887
chrVII	gene	YGR040W	+	575398	576504	576505	577308	574704	575397
chrVII	gene	YGR041W	+	577487	579130	579131	579229	577335	577486
chrVII	gene	YGR042W	+	579476	580291	580292	580377	579455	579475
chrVII	gene	YGR046W	+	584895	586052	586053	586396	584406	584894
chrVII	gene	YGR048W	+	589826	590911	590912	590989	589710	589825
chrVII	gene	YGR049W	+	591314	591877	591878	592092	591168	591313
chrVII	gene	YGR052W	+	593596	594705	594706	594873	593370	593595
chrVII	gene	YGR054W	+	596693	598621	598622	598831	596510	596692
chrVII	gene	YGR055W	+	599417	601141	601142	601289	599307	599416
chrVII	gene	YGR056W	+	601661	604447	604448	604530	601611	601660
chrVII	gene	YGR058W	+	606136	607143	607144	607503	605739	606135
chrVII	gene	YGR059W	+	607563	609101	609102	609410	607428	607562
chrVII	gene	YGR060W	+	610564	611493	611494	611908	610492	610563
chrVII	gene	YGR064W	+	617621	617989	617990	618218	617486	617620
chrVII	gene	YGR068W-A	+	626294	626389	626390	626524	626159	626293
chrVII	gene	YGR069W	+	627083	627418	627419	627610	626948	627082
chrVII	gene	YGR070W	+	627806	631273	631274	631392	627710	627805
chrVII	gene	YGR072W	+	634304	635467	635468	635552	634251	634303
chrVII	gene	YGR074W	+	635712	636152	636153	636447	635577	635711
chrVII	gene	YGR079W	+	640720	641832	641833	641938	640641	640719
chrVII	gene	YGR080W	+	642010	643008	643009	643080	641984	642009
chrVII	gene	YGR082W	+	644044	644595	644596	644744	643891	644043
chrVII	gene	YGR088W	+	654634	656322	656323	656491	654522	654633
chrVII	gene	YGR089W	+	656960	659770	659771	659889	656691	656959
chrVII	gene	YGR090W	+	662358	666071	666072	666137	662083	662357
chrVII	gene	YGR091W	+	666341	667825	667826	667969	666083	666340
chrVII	gene	YGR092W	+	668189	669907	669908	670067	668117	668188
chrVII	gene	YGR093W	+	670388	671911	671912	671990	670043	670387
chrVII	gene	YGR094W	+	672186	675500	675501	675582	672104	672185
chrVII	gene	YGR096W	+	676621	677565	677566	677700	676486	676620
chrVII	gene	YGR097W	+	678695	682135	682136	682141	678642	678694
chrVII	gene	YGR099W	+	687899	689965	689966	690014	687822	687898
chrVII	gene	YGR100W	+	690245	693097	693098	693168	690066	690244
chrVII	gene	YGR101W	+	693363	694403	694404	695180	693305	693362
chrVII	gene	YGR103W	+	695417	697234	697235	697401	695367	695416
chrVII	gene	YGR105W	+	698599	698832	698833	699046	698539	698598
chrVII	gene	YGR107W	+	702667	703116	703117	703424	702365	702666
chrVII	gene	YGR108W	+	703636	705051	705052	705202	703425	703635
chrVII	gene	YGR110W	+	713709	715046	715047	715793	713154	713708
chrVII	gene	YGR111W	+	715828	717030	717031	717256	715790	715827
chrVII	gene	YGR112W	+	717358	718527	718528	718740	717283	717357
chrVII	gene	YGR113W	+	718893	719924	719925	720215	718833	718892
chrVII	gene	YGR116W	+	720409	724764	724765	724868	720284	720408
chrVII	gene	YGR118W	+	726974	727730	727731	728040	726862	726973
chrVII	gene	YGR121W-A	+	733412	733627	733628	733762	733277	733411
chrVII	gene	YGR122W	+	733935	735143	735144	735579	733692	733934
chrVII	gene	YGR124W	+	739944	741662	741663	741775	739746	739943
chrVII	gene	YGR125W	+	742325	745435	745436	745565	741766	742324
chrVII	gene	YGR126W	+	745835	746527	746528	746725	745566	745834
chrVII	gene	YGR127W	+	746798	747736	747737	747948	746685	746797
chrVII	gene	YGR129W	+	750400	751047	751048	751093	750374	750399
chrVII	gene	YGR131W	+	754726	755250	755251	755357	754681	754725
chrVII	gene	YGR133W	+	756896	757447	757448	757638	756835	756895
chrVII	gene	YGR134W	+	757770	761138	761139	761208	757635	757769
chrVII	gene	YGR135W	+	761392	762168	762169	762249	761331	761391
chrVII	gene	YGR136W	+	762428	763153	763154	763851	762293	762427
chrVII	gene	YGR137W	+	762888	763262	763263	763851	762753	762887
chrVII	gene	YGR139W	+	765726	766064	766065	766199	764963	765725
chrVII	gene	YGR140W	+	767429	770299	770300	770375	767294	767428
chrVII	gene	YGR141W	+	770569	771972	771973	772400	770101	770568
chrVII	gene	YGR142W	+	772454	773686	773687	773783	772401	772453
chrVII	gene	YGR143W	+	775193	777508	777509	777916	774743	775192
chrVII	gene	YGR144W	+	780399	781379	781380	781514	779830	780398
chrVII	gene	YGR145W	+	781767	783890	783891	783983	781719	781766
chrVII	gene	YGR149W	+	789031	790329	790330	790490	788606	789030
chrVII	gene	YGR153W	+	796092	796745	796746	796810	795996	796091
chrVII	gene	YGR155W	+	798543	800066	800067	800208	798466	798542
chrVII	gene	YGR156W	+	800546	801823	801824	801942	800336	800545
chrVII	gene	YGR157W	+	802440	805049	805050	805156	802129	802439
chrVII	gene	YGR160W	+	807073	807684	807685	808004	806802	807072
chrVII	gene	YGR161W-C	+	810227	810505	810506	810809	809914	810226
chrVII	gene	YGR162W	+	824059	826917	826918	827069	823944	824058
chrVII	gene	YGR163W	+	827552	828577	828578	828682	827496	827551
chrVII	gene	YGR164W	+	828625	828960	828961	829095	828490	828624
chrVII	gene	YGR165W	+	829116	830153	830154	830320	829059	829115
chrVII	gene	YGR166W	+	830515	832197	832198	832269	830422	830514
chrVII	gene	YGR167W	+	832456	833157	833158	833294	832361	832455
chrVII	gene	YGR170W	+	837142	840558	840559	840834	836938	837141
chrVII	gene	YGR173W	+	843854	844960	844961	845470	843810	843853
chrVII	gene	YGR174W-A	+	846655	846741	846742	846872	846357	846654
chrVII	gene	YGR176W	+	848720	849067	849068	849202	848520	848719
chrVII	gene	YGR181W	+	858287	858604	858605	858783	858131	858286
chrVII	gene	YGR186W	+	867774	869981	869982	870034	867752	867773
chrVII	gene	YGR191W	+	880420	882231	882232	882689	880210	880419
chrVII	gene	YGR195W	+	888882	889622	889623	889700	888753	888881
chrVII	gene	YGR198W	+	894693	897146	897147	897233	894671	894692
chrVII	gene	YGR199W	+	897502	899781	899782	899932	897473	897501
chrVII	gene	YGR203W	+	905237	905683	905684	905874	904766	905236
chrVII	gene	YGR204W	+	905934	908774	908775	908862	905901	905933
chrVII	gene	YGR205W	+	909213	910085	910086	910307	908806	909212
chrVII	gene	YGR206W	+	910432	910737	910738	910845	910326	910431
chrVII	gene	YGR208W	+	911883	912812	912813	912862	911646	911882
chrVII	gene	YGR211W	+	915241	916701	916702	917010	914955	915240
chrVII	gene	YGR212W	+	917040	918446	918447	918497	917018	917039
chrVII	gene	YGR214W	+	920575	921788	921789	922031	920230	920574
chrVII	gene	YGR215W	+	922175	922507	922508	922623	922105	922174
chrVII	gene	YGR217W	+	924696	930815	930816	930880	924643	924695
chrVII	gene	YGR218W	+	932541	935795	935796	935993	932249	932540
chrVII	gene	YGR219W	+	936035	936376	936377	936912	935900	936034
chrVII	gene	YGR222W	+	939923	940804	940805	940898	939365	939922
chrVII	gene	YGR224W	+	942806	944647	944648	944782	942265	942805
chrVII	gene	YGR225W	+	945145	947019	947020	947193	945010	945144
chrVII	gene	YGR227W	+	947420	948997	948998	949309	947325	947419
chrVII	gene	YGR228W	+	949365	949709	949710	949844	949310	949364
chrVII	gene	YGR230W	+	951894	952307	952308	952464	951563	951893
chrVII	gene	YGR232W	+	953960	954646	954647	954718	953861	953959
chrVII	gene	YGR234W	+	959904	961103	961104	961373	959568	959903
chrVII	gene	YGR242W	+	976415	976723	976724	976910	976280	976414
chrVII	gene	YGR243W	+	977336	977776	977777	977994	976859	977335
chrVII	gene	YGR247W	+	984966	985685	985686	985777	984713	984965
chrVII	gene	YGR248W	+	985972	986739	986740	986849	985810	985971
chrVII	gene	YGR249W	+	988049	989419	989420	989705	987966	988048
chrVII	gene	YGR251W	+	995639	996229	996230	996689	995502	995638
chrVII	gene	YGR252W	+	996869	998188	998189	998366	996830	996868
chrVII	gene	YGR254W	+	1000927	1002240	1002241	1002524	1000885	1000926
chrVII	gene	YGR256W	+	1004624	1006102	1006103	1006216	1004547	1004623
chrVII	gene	YGR260W	+	1012485	1014089	1014090	1014202	1012350	1012484
chrVII	gene	YGR265W	+	1021648	1022058	1022059	1022417	1021513	1021647
chrVII	gene	YGR266W	+	1022656	1024761	1024762	1025005	1022586	1022655
chrVII	gene	YGR269W	+	1026636	1026962	1026963	1027005	1026544	1026635
chrVII	gene	YGR270W	+	1027370	1031509	1031510	1031615	1026666	1027369
chrVII	gene	YGR271W	+	1031791	1037694	1037695	1037790	1031656	1031790
chrVII	gene	YGR275W	+	1043276	1043749	1043750	1043841	1043229	1043275
chrVII	gene	YGR278W	+	1046731	1048464	1048465	1048560	1046718	1046730
chrVII	gene	YGR281W	+	1052824	1057257	1057258	1057557	1052596	1052823
chrVII	gene	YGR288W	+	1070293	1071714	1071715	1072315	1070207	1070292
chrVII	gene	YGR290W	+	1075482	1075925	1075926	1076120	1075347	1075481
chrVII	gene	YGR292W	+	1076599	1078353	1078354	1078488	1076464	1076598
chrVII	gene	YGR294W	+	1080306	1080668	1080669	1080803	1080171	1080305
chrVII	gene	YGR296W	+	1084864	1090591	1090592	1090726	1084729	1084863
chrVIII	gene	YHL001W	+	104277	105091	105092	105463	103991	104276
chrVIII	gene	YHL002W	+	102612	103970	103971	104026	102591	102611
chrVIII	gene	YHL004W	+	99219	100403	100404	100532	99133	99218
chrVIII	gene	YHL006W-A	+	97732	98085	98086	98275	97597	97731
chrVIII	gene	YHL012W	+	78936	80417	80418	80606	78752	78935
chrVIII	gene	YHL015W	+	75412	75777	75778	76073	75334	75411
chrVIII	gene	YHL015W-A	+	74699	74782	74783	75081	74564	74698
chrVIII	gene	YHL017W	+	70276	71874	71875	72004	69611	70275
chrVIII	gene	YHL018W	+	69708	70070	70071	70205	69611	69707
chrVIII	gene	YHL019W-A	+	67711	68304	68305	68439	67677	67710
chrVIII	gene	YHL024W	+	56649	58790	58791	59137	56318	56648
chrVIII	gene	YHL025W	+	54851	55849	55850	55952	54639	54850
chrVIII	gene	YHL027W	+	51111	52988	52989	53177	50975	51110
chrVIII	gene	YHL028W	+	48763	50580	50581	50677	48693	48762
chrVIII	gene	YHL030W	+	40084	45690	45691	45792	40059	40083
chrVIII	gene	YHL030W-A	+	39074	39535	39536	39588	38857	39073
chrVIII	gene	YHL034W-A	+	33176	33637	33638	34204	33037	33175
chrVIII	gene	YHL036W	+	26241	27881	27882	27945	25658	26240
chrVIII	gene	YHL039W	+	21783	23540	23541	23675	21733	21782
chrVIII	gene	YHL041W	+	17392	17841	17842	17976	17257	17391
chrVIII	gene	YHL042W	+	15667	16119	16120	16398	15499	15666
chrVIII	gene	YHL043W	+	14901	15413	15414	15548	14448	14900
chrVIII	gene	YHL044W	+	13565	14272	14273	14530	13548	13564
chrVIII	gene	YHL045W	+	12502	12849	12850	12984	12367	12501
chrVIII	gene	YHL046W-A	+	9981	10307	10308	11013	9846	9980
chrVIII	gene	YHL048W	+	6401	7546	7547	7782	6266	6400
chrVIII	gene	YHL050W-A	+	811	1293	1294	1428	676	810
chrVIII	gene	YHR001W	+	106055	107368	107369	107437	105734	106054
chrVIII	gene	YHR001W-A	+	107826	108122	108123	108533	107758	107825
chrVIII	gene	YHR002W	+	108812	109885	109886	110020	108586	108811
chrVIII	gene	YHR006W	+	117814	119439	119440	119575	117778	117813
chrVIII	gene	YHR010W	+	126521	127492	127493	127619	126440	126520
chrVIII	gene	YHR011W	+	127780	129120	129121	129210	127620	127779
chrVIII	gene	YHR012W	+	129481	130448	130449	130776	129326	129480
chrVIII	gene	YHR014W	+	132047	132922	132923	133057	131912	132046
chrVIII	gene	YHR015W	+	134554	136533	136534	136668	134419	134553
chrVIII	gene	YHR017W	+	138694	139851	139852	139927	138667	138693
chrVIII	gene	YHR020W	+	143996	146062	146063	146148	143875	143995
chrVIII	gene	YHR021W-A	+	149225	149680	149681	149815	149070	149224
chrVIII	gene	YHR023W	+	151666	157452	157453	157556	151416	151665
chrVIII	gene	YHR025W	+	159438	160511	160512	160606	159404	159437
chrVIII	gene	YHR026W	+	160844	161485	161486	161617	160710	160843
chrVIII	gene	YHR028W-A	+	167352	167672	167673	167807	167217	167351
chrVIII	gene	YHR032W	+	173344	175089	175090	175224	173094	173343
chrVIII	gene	YHR032W-A	+	175195	175374	175375	175509	175060	175194
