chromosome	start	end	strand	ID
chrV	241758	242818	-	lncRNA_668
chrV	248556	249779	-	lncRNA_669
chrV	253750	253870	-	lncRNA_670
chrV	261878	262022	-	lncRNA_671
chrV	268230	269295	-	lncRNA_672
chrV	272087	272271	-	lncRNA_673
chrV	273799	278263	-	lncRNA_674
chrV	281567	282447	-	lncRNA_675
chrV	284595	285090	-	lncRNA_676
chrV	288593	289167	-	lncRNA_677
chrV	291143	291570	-	lncRNA_678
chrV	294287	294919	-	lncRNA_679
chrV	298030	298380	-	lncRNA_680
chrV	301023	301695	-	lncRNA_681
chrV	302367	303359	-	lncRNA_682
chrV	318854	319763	-	lncRNA_683
chrV	321577	321905	-	lncRNA_684
chrV	363814	364313	-	lncRNA_685
chrV	366571	367194	-	lncRNA_686
chrV	401889	402321	-	lncRNA_687
chrV	409129	409393	-	lncRNA_688
chrV	415777	416561	-	lncRNA_689
chrV	424444	424863	-	lncRNA_690
chrV	431225	431369	-	lncRNA_691
chrV	431527	432235	-	lncRNA_692
chrV	432553	432857	-	lncRNA_693
chrV	456961	457383	-	lncRNA_694
chrV	467795	468076	-	lncRNA_695
chrV	468386	468662	-	lncRNA_696
chrV	488150	488533	-	lncRNA_697
chrV	498515	498794	-	lncRNA_698
chrV	500394	500530	-	lncRNA_699
chrV	509642	510218	-	lncRNA_700
chrV	522874	522938	-	lncRNA_701
chrV	525947	526296	-	lncRNA_702
chrV	526482	526709	-	lncRNA_703
chrV	526937	527266	-	lncRNA_704
chrV	540658	541458	-	lncRNA_705
chrV	541869	544564	-	lncRNA_706
chrV	544618	545066	-	lncRNA_707
chrV	548479	549251	-	lncRNA_708
chrV	559426	561106	-	lncRNA_709
chrV	562802	563154	-	lncRNA_710
chrV	567042	567586	-	lncRNA_711
chrV	572871	573198	-	lncRNA_712
chrVI	23105	23329	+	lncRNA_713
chrVI	30663	32675	+	lncRNA_714
chrVI	44745	46121	+	lncRNA_715
chrVI	54578	55342	+	lncRNA_716
chrVI	73914	74564	+	lncRNA_717
chrVI	78051	79331	+	lncRNA_718
chrVI	89546	90902	+	lncRNA_719
chrVI	100118	100819	+	lncRNA_720
chrVI	102959	103179	+	lncRNA_721
chrVI	104097	104624	+	lncRNA_722
chrVI	105815	105871	+	lncRNA_723
chrVI	106927	107215	+	lncRNA_724
chrVI	110175	110559	+	lncRNA_725
chrVI	111593	112274	+	lncRNA_726
chrVI	134621	135386	+	lncRNA_727
chrVI	175783	176508	+	lncRNA_728
chrVI	182555	182885	+	lncRNA_729
chrVI	206002	207093	+	lncRNA_730
chrVI	229078	229118	+	lncRNA_731
chrVI	252046	252343	+	lncRNA_732
chrVI	256470	257414	+	lncRNA_733
chrVI	261282	262270	+	lncRNA_734
chrVI	263318	263870	+	lncRNA_735
chrVI	3915	4265	-	lncRNA_736
chrVI	8614	9176	-	lncRNA_737
chrVI	11277	11780	-	lncRNA_738
chrVI	12056	12450	-	lncRNA_739
chrVI	16818	17656	-	lncRNA_740
chrVI	76524	77791	-	lncRNA_741
chrVI	81935	82127	-	lncRNA_742
chrVI	95103	95207	-	lncRNA_743
chrVI	97536	98017	-	lncRNA_744
chrVI	103241	103555	-	lncRNA_745
chrVI	111154	111878	-	lncRNA_746
chrVI	118642	119170	-	lncRNA_747
chrVI	128173	129936	-	lncRNA_748
chrVI	131066	131642	-	lncRNA_749
chrVI	149418	149786	-	lncRNA_750
chrVI	158163	160298	-	lncRNA_751
chrVI	167876	168428	-	lncRNA_752
chrVI	193914	196361	-	lncRNA_753
chrVI	212911	213409	-	lncRNA_754
chrVI	245210	245906	-	lncRNA_755
chrVI	251850	252290	-	lncRNA_756
chrVI	262176	263850	-	lncRNA_757
chrVI	266180	268473	-	lncRNA_758
chrVII	10506	11028	+	lncRNA_759
chrVII	12069	12983	+	lncRNA_760
chrVII	16441	17017	+	lncRNA_761
chrVII	27764	31191	+	lncRNA_762
chrVII	63754	64426	+	lncRNA_763
chrVII	74443	76699	+	lncRNA_764
chrVII	79190	79820	+	lncRNA_765
chrVII	95141	95751	+	lncRNA_766
chrVII	97159	97303	+	lncRNA_767
chrVII	121165	122132	+	lncRNA_768
chrVII	147837	148229	+	lncRNA_769
chrVII	149645	150512	+	lncRNA_770
chrVII	153149	154221	+	lncRNA_771
chrVII	154915	155980	+	lncRNA_772
chrVII	166388	166663	+	lncRNA_773
chrVII	166725	166901	+	lncRNA_774
chrVII	173289	173671	+	lncRNA_775
chrVII	184173	185061	+	lncRNA_776
chrVII	193533	193685	+	lncRNA_777
chrVII	225910	226326	+	lncRNA_778
chrVII	228830	229558	+	lncRNA_779
chrVII	235899	236135	+	lncRNA_780
chrVII	269301	269725	+	lncRNA_781
chrVII	280765	281309	+	lncRNA_782
chrVII	286045	286997	+	lncRNA_783
chrVII	308800	310158	+	lncRNA_784
chrVII	320024	320528	+	lncRNA_785
chrVII	324168	325232	+	lncRNA_786
chrVII	345549	345768	+	lncRNA_787
chrVII	346512	346912	+	lncRNA_788
chrVII	360224	361672	+	lncRNA_789
chrVII	362088	363896	+	lncRNA_790
chrVII	366880	367296	+	lncRNA_791
chrVII	375848	376008	+	lncRNA_792
chrVII	381553	381955	+	lncRNA_793
chrVII	382155	382364	+	lncRNA_794
chrVII	388928	389464	+	lncRNA_795
chrVII	395090	395943	+	lncRNA_796
chrVII	404525	404774	+	lncRNA_797
chrVII	420901	421349	+	lncRNA_798
chrVII	422129	422941	+	lncRNA_799
chrVII	427236	428028	+	lncRNA_800
chrVII	433502	435088	+	lncRNA_801
chrVII	483966	484982	+	lncRNA_802
chrVII	490803	491169	+	lncRNA_803
chrVII	497195	497671	+	lncRNA_804
chrVII	497836	498329	+	lncRNA_805
chrVII	499626	500016	+	lncRNA_806
chrVII	508767	509055	+	lncRNA_807
chrVII	524903	525087	+	lncRNA_808
chrVII	545135	545351	+	lncRNA_809
chrVII	545831	546055	+	lncRNA_810
chrVII	559199	559567	+	lncRNA_811
chrVII	566980	567375	+	lncRNA_812
chrVII	573915	574199	+	lncRNA_813
chrVII	574211	574418	+	lncRNA_814
chrVII	605751	606119	+	lncRNA_815
chrVII	609799	609927	+	lncRNA_816
chrVII	616327	617575	+	lncRNA_817
chrVII	620494	621885	+	lncRNA_818
chrVII	622047	622314	+	lncRNA_819
chrVII	625231	625567	+	lncRNA_820
chrVII	637761	638017	+	lncRNA_821
chrVII	650855	651159	+	lncRNA_822
chrVII	653449	653754	+	lncRNA_823
chrVII	660063	661558	+	lncRNA_824
chrVII	678247	678455	+	lncRNA_825
chrVII	698138	698403	+	lncRNA_826
chrVII	699182	699390	+	lncRNA_827
chrVII	700095	700671	+	lncRNA_828
chrVII	701770	702577	+	lncRNA_829
chrVII	729953	730856	+	lncRNA_830
chrVII	731210	733150	+	lncRNA_831
chrVII	738422	739032	+	lncRNA_832
chrVII	739398	739894	+	lncRNA_833
chrVII	751414	752430	+	lncRNA_834
chrVII	763722	763997	+	lncRNA_835
chrVII	764210	764499	+	lncRNA_836
chrVII	778166	779373	+	lncRNA_837
chrVII	784190	786326	+	lncRNA_838
chrVII	793257	794393	+	lncRNA_839
chrVII	795950	796078	+	lncRNA_840
chrVII	805214	806246	+	lncRNA_841
chrVII	806502	806606	+	lncRNA_842
chrVII	822532	823004	+	lncRNA_843
chrVII	833910	834591	+	lncRNA_844
chrVII	845820	846218	+	lncRNA_845
chrVII	849554	850450	+	lncRNA_846
chrVII	850811	852577	+	lncRNA_847
chrVII	856678	857030	+	lncRNA_848
chrVII	859396	859781	+	lncRNA_849
chrVII	859822	860102	+	lncRNA_850
chrVII	865870	866251	+	lncRNA_851
chrVII	875321	876235	+	lncRNA_852
chrVII	884006	884209	+	lncRNA_853
chrVII	884470	885070	+	lncRNA_854
chrVII	886023	887025	+	lncRNA_855
chrVII	897286	897470	+	lncRNA_856
chrVII	901814	902020	+	lncRNA_857
chrVII	902534	903577	+	lncRNA_858
chrVII	920414	920550	+	lncRNA_859
chrVII	937130	938288	+	lncRNA_860
chrVII	962327	962830	+	lncRNA_861
chrVII	968789	970688	+	lncRNA_862
chrVII	974245	974902	+	lncRNA_863
chrVII	974933	975757	+	lncRNA_864
chrVII	978361	978838	+	lncRNA_865
chrVII	990569	990818	+	lncRNA_866
chrVII	990916	992166	+	lncRNA_867
chrVII	994309	994982	+	lncRNA_868
chrVII	995029	995605	+	lncRNA_869
chrVII	1000693	1000885	+	lncRNA_870
chrVII	1012276	1012484	+	lncRNA_871
chrVII	1017964	1019548	+	lncRNA_872
chrVII	1038789	1039293	+	lncRNA_873
chrVII	1049492	1049924	+	lncRNA_874
chrVII	1059042	1059721	+	lncRNA_875
chrVII	1060292	1060956	+	lncRNA_876
chrVII	1065484	1065876	+	lncRNA_877
chrVII	1066388	1066590	+	lncRNA_878
chrVII	1066711	1067043	+	lncRNA_879
chrVII	1078620	1079882	+	lncRNA_880
chrVII	1081231	1081545	+	lncRNA_881
chrVII	1081739	1082596	+	lncRNA_882
chrVII	1082882	1083646	+	lncRNA_883
chrVII	11101	11767	-	lncRNA_884
chrVII	11909	12373	-	lncRNA_885
chrVII	17213	17716	-	lncRNA_886
chrVII	18716	18926	-	lncRNA_887
chrVII	19481	19875	-	lncRNA_888
chrVII	20039	20501	-	lncRNA_889
chrVII	20593	23349	-	lncRNA_890
chrVII	31851	35365	-	lncRNA_891
chrVII	35728	36683	-	lncRNA_892
chrVII	48589	49314	-	lncRNA_893
chrVII	55814	56190	-	lncRNA_894
chrVII	56474	57198	-	lncRNA_895
chrVII	73927	74646	-	lncRNA_896
chrVII	74956	75628	-	lncRNA_897
chrVII	75821	76355	-	lncRNA_898
chrVII	94290	94450	-	lncRNA_899
chrVII	94455	94679	-	lncRNA_900
chrVII	94787	97411	-	lncRNA_901
chrVII	97566	98079	-	lncRNA_902
chrVII	108163	110455	-	lncRNA_903
chrVII	129980	131314	-	lncRNA_904
chrVII	145353	145625	-	lncRNA_905
chrVII	150665	150961	-	lncRNA_906
chrVII	159111	159726	-	lncRNA_907
chrVII	165601	166121	-	lncRNA_908
chrVII	166857	167481	-	lncRNA_909
chrVII	196561	198039	-	lncRNA_910
chrVII	202341	203833	-	lncRNA_911
chrVII	209986	213758	-	lncRNA_912
chrVII	225914	226141	-	lncRNA_913
chrVII	256178	257289	-	lncRNA_914
chrVII	272379	272897	-	lncRNA_915
chrVII	276745	277073	-	lncRNA_916
chrVII	286350	287177	-	lncRNA_917
chrVII	292833	293261	-	lncRNA_918
chrVII	311975	313052	-	lncRNA_919
chrVII	314212	314372	-	lncRNA_920
chrVII	320379	320926	-	lncRNA_921
chrVII	323221	324663	-	lncRNA_922
chrVII	337172	337588	-	lncRNA_923
chrVII	345292	345724	-	lncRNA_924
chrVII	354403	355540	-	lncRNA_925
chrVII	357412	358364	-	lncRNA_926
chrVII	359292	359932	-	lncRNA_927
chrVII	370244	370644	-	lncRNA_928
chrVII	383483	383709	-	lncRNA_929
chrVII	393072	393708	-	lncRNA_930
chrVII	394434	394633	-	lncRNA_931
chrVII	397872	398543	-	lncRNA_932
chrVII	402810	404593	-	lncRNA_933
chrVII	412621	413172	-	lncRNA_934
chrVII	421465	422425	-	lncRNA_935
chrVII	423337	424708	-	lncRNA_936
chrVII	428586	428666	-	lncRNA_937
chrVII	439762	440602	-	lncRNA_938
chrVII	454834	455298	-	lncRNA_939
chrVII	475463	475996	-	lncRNA_940
chrVII	478969	479335	-	lncRNA_941
chrVII	483386	483930	-	lncRNA_942
chrVII	502448	502677	-	lncRNA_943
chrVII	507355	507971	-	lncRNA_944
chrVII	512948	514282	-	lncRNA_945
chrVII	515675	516267	-	lncRNA_946
chrVII	522667	523411	-	lncRNA_947
chrVII	525043	525611	-	lncRNA_948
chrVII	534994	535254	-	lncRNA_949
chrVII	535485	535798	-	lncRNA_950
chrVII	536251	536546	-	lncRNA_951
chrVII	543336	544539	-	lncRNA_952
chrVII	569010	574451	-	lncRNA_953
chrVII	574778	575154	-	lncRNA_954
chrVII	575737	579297	-	lncRNA_955
chrVII	591099	591877	-	lncRNA_956
chrVII	593671	594076	-	lncRNA_957
chrVII	606731	607123	-	lncRNA_958
chrVII	608595	609099	-	lncRNA_959
chrVII	609123	609594	-	lncRNA_960
chrVII	627331	627603	-	lncRNA_961
chrVII	641979	642488	-	lncRNA_962
chrVII	656163	656451	-	lncRNA_963
chrVII	666947	667803	-	lncRNA_964
chrVII	669755	670571	-	lncRNA_965
chrVII	671403	671915	-	lncRNA_966
chrVII	672049	672348	-	lncRNA_967
chrVII	676411	677283	-	lncRNA_968
chrVII	677633	678467	-	lncRNA_969
chrVII	701191	702667	-	lncRNA_970
chrVII	707416	709263	-	lncRNA_971
chrVII	713077	714992	-	lncRNA_972
chrVII	715083	715643	-	lncRNA_973
chrVII	718643	719232	-	lncRNA_974
chrVII	733346	733530	-	lncRNA_975
chrVII	739322	739602	-	lncRNA_976
chrVII	741714	742098	-	lncRNA_977
chrVII	746050	746610	-	lncRNA_978
chrVII	754028	754259	-	lncRNA_979
chrVII	756530	757450	-	lncRNA_980
chrVII	760498	761114	-	lncRNA_981
chrVII	761730	762154	-	lncRNA_982
chrVII	762810	763042	-	lncRNA_983
chrVII	766488	766848	-	lncRNA_984
chrVII	767002	767217	-	lncRNA_985
chrVII	769602	770314	-	lncRNA_986
chrVII	776034	777834	-	lncRNA_987
chrVII	781386	781514	-	lncRNA_988
chrVII	795650	796634	-	lncRNA_989
chrVII	800463	801866	-	lncRNA_990
chrVII	810585	811379	-	lncRNA_991
chrVII	823314	823489	-	lncRNA_992
chrVII	830130	830282	-	lncRNA_993
chrVII	831781	832188	-	lncRNA_994
chrVII	837259	837599	-	lncRNA_995
chrVII	838145	840382	-	lncRNA_996
chrVII	879026	879938	-	lncRNA_997
chrVII	882306	882714	-	lncRNA_998
chrVII	897707	897962	-	lncRNA_999
chrVII	904794	905762	-	lncRNA_1000
chrVII	931183	932026	-	lncRNA_1001
chrVII	942668	944916	-	lncRNA_1002
chrVII	958772	959683	-	lncRNA_1003
chrVII	974009	974433	-	lncRNA_1004
chrVII	984313	984649	-	lncRNA_1005
chrVII	985675	986719	-	lncRNA_1006
chrVII	986765	987174	-	lncRNA_1007
chrVII	987933	990017	-	lncRNA_1008
chrVII	993729	994073	-	lncRNA_1009
chrVII	996121	996625	-	lncRNA_1010
chrVII	999578	1000910	-	lncRNA_1011
chrVII	1011672	1012336	-	lncRNA_1012
chrVII	1021896	1022352	-	lncRNA_1013
chrVII	1039401	1039824	-	lncRNA_1014
chrVII	1065048	1065168	-	lncRNA_1015
chrVII	1066067	1066976	-	lncRNA_1016
chrVII	1078193	1078392	-	lncRNA_1017
chrVII	1080739	1080968	-	lncRNA_1018
chrVII	1086965	1087286	-	lncRNA_1019
chrVIII	10699	11571	+	lncRNA_1020
chrVIII	59125	60220	+	lncRNA_1021
chrVIII	60530	60794	+	lncRNA_1022
chrVIII	60883	61292	+	lncRNA_1023
chrVIII	61565	62300	+	lncRNA_1024
chrVIII	62943	64264	+	lncRNA_1025
chrVIII	64519	64980	+	lncRNA_1026
chrVIII	74813	75373	+	lncRNA_1027
chrVIII	76096	77421	+	lncRNA_1028
chrVIII	86051	86340	+	lncRNA_1029
chrVIII	86408	91403	+	lncRNA_1030
chrVIII	94815	95030	+	lncRNA_1031
chrVIII	96118	96486	+	lncRNA_1032
chrVIII	98366	98934	+	lncRNA_1033
chrVIII	110996	111307	+	lncRNA_1034
chrVIII	111391	111655	+	lncRNA_1035
chrVIII	115511	115759	+	lncRNA_1036
chrVIII	117255	117580	+	lncRNA_1037
chrVIII	121875	124023	+	lncRNA_1038
chrVIII	143497	143734	+	lncRNA_1039
chrVIII	146676	147848	+	lncRNA_1040
chrVIII	151001	151403	+	lncRNA_1041
chrVIII	164965	167182	+	lncRNA_1042
chrVIII	167651	168681	+	lncRNA_1043
chrVIII	170721	171769	+	lncRNA_1044
chrVIII	189145	190421	+	lncRNA_1045
chrVIII	193833	194176	+	lncRNA_1046
chrVIII	197823	198027	+	lncRNA_1047
chrVIII	198585	199113	+	lncRNA_1048
chrVIII	201633	203529	+	lncRNA_1049
chrVIII	219007	219511	+	lncRNA_1050
chrVIII	221423	222859	+	lncRNA_1051
chrVIII	222916	224438	+	lncRNA_1052
chrVIII	238386	238665	+	lncRNA_1053
chrVIII	266983	267479	+	lncRNA_1054
chrVIII	271911	272615	+	lncRNA_1055
chrVIII	284851	285155	+	lncRNA_1056
chrVIII	286399	287024	+	lncRNA_1057
chrVIII	287407	287651	+	lncRNA_1058
chrVIII	287844	288070	+	lncRNA_1059
chrVIII	288186	288818	+	lncRNA_1060
chrVIII	291094	292782	+	lncRNA_1061
chrVIII	293852	296578	+	lncRNA_1062
chrVIII	314213	314791	+	lncRNA_1063
chrVIII	314935	315619	+	lncRNA_1064
chrVIII	334478	336054	+	lncRNA_1065
chrVIII	364366	365006	+	lncRNA_1066
chrVIII	368119	368535	+	lncRNA_1067
chrVIII	372695	373335	+	lncRNA_1068
chrVIII	374219	374574	+	lncRNA_1069
chrVIII	377959	380516	+	lncRNA_1070
chrVIII	392247	392511	+	lncRNA_1071
chrVIII	411543	412327	+	lncRNA_1072
chrVIII	429440	429712	+	lncRNA_1073
chrVIII	461884	462132	+	lncRNA_1074
chrVIII	498628	499044	+	lncRNA_1075
chrVIII	501324	502356	+	lncRNA_1076
chrVIII	516596	517260	+	lncRNA_1077
chrVIII	522204	522596	+	lncRNA_1078
chrVIII	529348	530682	+	lncRNA_1079
chrVIII	533729	533965	+	lncRNA_1080
chrVIII	534157	534564	+	lncRNA_1081
chrVIII	534624	534898	+	lncRNA_1082
chrVIII	548860	549326	+	lncRNA_1083
chrVIII	549517	549756	+	lncRNA_1084
chrVIII	14545	16333	-	lncRNA_1085
chrVIII	50008	50617	-	lncRNA_1086
chrVIII	56549	58978	-	lncRNA_1087
chrVIII	69585	70073	-	lncRNA_1088
chrVIII	78962	80442	-	lncRNA_1089
chrVIII	103132	103963	-	lncRNA_1090
chrVIII	105219	105435	-	lncRNA_1091
chrVIII	116826	117502	-	lncRNA_1092
chrVIII	121851	122043	-	lncRNA_1093
chrVIII	127940	129308	-	lncRNA_1094
chrVIII	131795	132997	-	lncRNA_1095
chrVIII	139389	139797	-	lncRNA_1096
chrVIII	147058	147576	-	lncRNA_1097
chrVIII	179461	180051	-	lncRNA_1098
chrVIII	181074	181721	-	lncRNA_1099
chrVIII	189877	190301	-	lncRNA_1100
chrVIII	201826	204250	-	lncRNA_1101
chrVIII	208860	209292	-	lncRNA_1102
chrVIII	230756	231257	-	lncRNA_1103
chrVIII	231291	231851	-	lncRNA_1104
chrVIII	237033	237642	-	lncRNA_1105
chrVIII	238161	238867	-	lncRNA_1106
chrVIII	241875	242333	-	lncRNA_1107
chrVIII	249811	250987	-	lncRNA_1108
chrVIII	255927	256287	-	lncRNA_1109
chrVIII	272487	273603	-	lncRNA_1110
chrVIII	279291	281249	-	lncRNA_1111
chrVIII	289050	290818	-	lncRNA_1112
chrVIII	292987	293253	-	lncRNA_1113
chrVIII	319738	319970	-	lncRNA_1114
chrVIII	336482	337746	-	lncRNA_1115
chrVIII	348888	349320	-	lncRNA_1116
chrVIII	353915	354613	-	lncRNA_1117
chrVIII	356210	358345	-	lncRNA_1118
chrVIII	358831	359512	-	lncRNA_1119
chrVIII	360825	361772	-	lncRNA_1120
chrVIII	362023	362802	-	lncRNA_1121
chrVIII	380971	381347	-	lncRNA_1122
chrVIII	383336	386979	-	lncRNA_1123
chrVIII	406219	406763	-	lncRNA_1124
chrVIII	410403	410883	-	lncRNA_1125
chrVIII	441620	441941	-	lncRNA_1126
chrVIII	449142	450702	-	lncRNA_1127
chrVIII	454794	458503	-	lncRNA_1128
chrVIII	459173	459442	-	lncRNA_1129
chrVIII	459567	459840	-	lncRNA_1130
chrVIII	459874	462088	-	lncRNA_1131
chrVIII	463714	464838	-	lncRNA_1132
chrVIII	464954	465504	-	lncRNA_1133
chrVIII	470344	470768	-	lncRNA_1134
chrVIII	483888	484696	-	lncRNA_1135
chrVIII	487152	487632	-	lncRNA_1136
chrVIII	490412	491664	-	lncRNA_1137
chrVIII	503561	503945	-	lncRNA_1138
chrVIII	507712	508708	-	lncRNA_1139
chrVIII	508832	509082	-	lncRNA_1140
chrVIII	511840	512120	-	lncRNA_1141
chrVIII	516807	517208	-	lncRNA_1142
chrVIII	519312	520272	-	lncRNA_1143
chrVIII	522376	525464	-	lncRNA_1144
chrVIII	528969	529792	-	lncRNA_1145
chrVIII	530546	531964	-	lncRNA_1146
chrVIII	532595	532831	-	lncRNA_1147
chrVIII	536456	536665	-	lncRNA_1148
chrVIII	538889	539092	-	lncRNA_1149
chrVIII	540671	541599	-	lncRNA_1150
chrIX	4041	5153	+	lncRNA_1151
chrIX	20966	21189	+	lncRNA_1152
chrIX	22579	23086	+	lncRNA_1153
chrIX	23279	28580	+	lncRNA_1154
chrIX	28872	30357	+	lncRNA_1155
chrIX	30975	32896	+	lncRNA_1156
chrIX	33223	33429	+	lncRNA_1157
chrIX	34908	37311	+	lncRNA_1158
chrIX	40209	41633	+	lncRNA_1159
chrIX	53979	54316	+	lncRNA_1160
chrIX	54506	54749	+	lncRNA_1161
chrIX	74086	75292	+	lncRNA_1162
chrIX	75550	75893	+	lncRNA_1163
chrIX	76305	77358	+	lncRNA_1164
chrIX	92990	93197	+	lncRNA_1165
chrIX	100001	100897	+	lncRNA_1166
chrIX	136392	137108	+	lncRNA_1167
chrIX	150228	150532	+	lncRNA_1168
chrIX	164825	165968	+	lncRNA_1169
chrIX	173333	174967	+	lncRNA_1170
chrIX	187956	188460	+	lncRNA_1171
chrIX	202252	204148	+	lncRNA_1172
chrIX	212196	212452	+	lncRNA_1173
chrIX	216255	216491	+	lncRNA_1174
chrIX	220959	221457	+	lncRNA_1175
chrIX	222407	222613	+	lncRNA_1176
chrIX	222868	226561	+	lncRNA_1177
chrIX	229718	230182	+	lncRNA_1178
chrIX	243456	243984	+	lncRNA_1179
chrIX	249476	249699	+	lncRNA_1180
chrIX	264938	265058	+	lncRNA_1181
chrIX	274090	274538	+	lncRNA_1182
chrIX	281154	281258	+	lncRNA_1183
chrIX	283090	284778	+	lncRNA_1184
chrIX	289258	292270	+	lncRNA_1185
chrIX	300566	301415	+	lncRNA_1186
chrIX	304382	305802	+	lncRNA_1187
chrIX	305963	306172	+	lncRNA_1188
chrIX	306457	306658	+	lncRNA_1189
chrIX	328059	331587	+	lncRNA_1190
chrIX	337041	339340	+	lncRNA_1191
chrIX	355556	356324	+	lncRNA_1192
chrIX	356726	357468	+	lncRNA_1193
chrIX	384180	384604	+	lncRNA_1194
chrIX	386905	388452	+	lncRNA_1195
chrIX	388525	393068	+	lncRNA_1196
chrIX	405258	406120	+	lncRNA_1197
chrIX	406596	408344	+	lncRNA_1198
chrIX	412084	412724	+	lncRNA_1199
chrIX	420699	420949	+	lncRNA_1200
chrIX	421028	421882	+	lncRNA_1201
chrIX	427792	430095	+	lncRNA_1202
chrIX	436215	436886	+	lncRNA_1203
chrIX	19248	21208	-	lncRNA_1204
chrIX	21348	21919	-	lncRNA_1205
chrIX	22029	22364	-	lncRNA_1206
chrIX	28493	28789	-	lncRNA_1207
chrIX	35197	36013	-	lncRNA_1208
chrIX	39122	39520	-	lncRNA_1209
chrIX	44021	44445	-	lncRNA_1210
chrIX	44909	45925	-	lncRNA_1211
chrIX	47573	47949	-	lncRNA_1212
chrIX	49501	49845	-	lncRNA_1213
chrIX	51429	51613	-	lncRNA_1214
chrIX	93088	93468	-	lncRNA_1215
chrIX	97489	97934	-	lncRNA_1216
chrIX	125990	127171	-	lncRNA_1217
chrIX	132114	135304	-	lncRNA_1218
chrIX	135384	136328	-	lncRNA_1219
chrIX	150032	151352	-	lncRNA_1220
chrIX	154192	155870	-	lncRNA_1221
chrIX	185944	186176	-	lncRNA_1222
chrIX	195319	196304	-	lncRNA_1223
chrIX	205408	207350	-	lncRNA_1224
chrIX	226064	226280	-	lncRNA_1225
chrIX	226704	228424	-	lncRNA_1226
chrIX	242077	242568	-	lncRNA_1227
chrIX	259614	259910	-	lncRNA_1228
chrIX	260149	260732	-	lncRNA_1229
chrIX	263534	265054	-	lncRNA_1230
chrIX	277590	278031	-	lncRNA_1231
chrIX	321911	323479	-	lncRNA_1232
chrIX	333616	334680	-	lncRNA_1233
chrIX	336532	338739	-	lncRNA_1234
chrIX	342016	342296	-	lncRNA_1235
chrIX	349760	350096	-	lncRNA_1236
chrIX	362640	362984	-	lncRNA_1237
chrIX	381166	382176	-	lncRNA_1238
chrIX	407681	407911	-	lncRNA_1239
chrIX	408336	410216	-	lncRNA_1240
chrIX	424552	425368	-	lncRNA_1241
chrIX	427345	429451	-	lncRNA_1242
chrIX	436758	438185	-	lncRNA_1243
chrX	4021	5152	+	lncRNA_1244
chrX	31425	31825	+	lncRNA_1245
chrX	33537	36529	+	lncRNA_1246
chrX	50094	50665	+	lncRNA_1247
chrX	58220	58826	+	lncRNA_1248
chrX	67810	69259	+	lncRNA_1249
chrX	76762	80083	+	lncRNA_1250
chrX	87884	88158	+	lncRNA_1251
chrX	88229	88500	+	lncRNA_1252
chrX	101007	101859	+	lncRNA_1253
chrX	109808	110512	+	lncRNA_1254
chrX	111479	113846	+	lncRNA_1255
chrX	115494	115830	+	lncRNA_1256
chrX	116694	117142	+	lncRNA_1257
chrX	117990	118958	+	lncRNA_1258
chrX	123800	126468	+	lncRNA_1259
chrX	134195	134875	+	lncRNA_1260
chrX	141395	142683	+	lncRNA_1261
chrX	152463	153112	+	lncRNA_1262
chrX	155011	155859	+	lncRNA_1263
chrX	172812	173508	+	lncRNA_1264
chrX	180491	180939	+	lncRNA_1265
chrX	181499	183210	+	lncRNA_1266
chrX	186890	187209	+	lncRNA_1267
chrX	193745	195276	+	lncRNA_1268
chrX	198088	198368	+	lncRNA_1269
chrX	198391	203410	+	lncRNA_1270
chrX	209732	209892	+	lncRNA_1271
chrX	217604	218892	+	lncRNA_1272
chrX	223752	224931	+	lncRNA_1273
chrX	261117	262429	+	lncRNA_1274
chrX	289653	291077	+	lncRNA_1275
chrX	310329	310818	+	lncRNA_1276
chrX	327433	328086	+	lncRNA_1277
chrX	331982	333106	+	lncRNA_1278
chrX	337533	338197	+	lncRNA_1279
chrX	348322	348745	+	lncRNA_1280
chrX	349301	349989	+	lncRNA_1281
chrX	375045	375811	+	lncRNA_1282
chrX	380794	381237	+	lncRNA_1283
chrX	388833	389073	+	lncRNA_1284
chrX	389097	390035	+	lncRNA_1285
chrX	395972	396274	+	lncRNA_1286
chrX	398901	399053	+	lncRNA_1287
chrX	413678	414094	+	lncRNA_1288
chrX	415142	415390	+	lncRNA_1289
chrX	421896	422861	+	lncRNA_1290
chrX	434926	435118	+	lncRNA_1291
chrX	445025	445281	+	lncRNA_1292
chrX	457935	458863	+	lncRNA_1293
chrX	459447	459839	+	lncRNA_1294
chrX	486567	486799	+	lncRNA_1295
chrX	525991	526279	+	lncRNA_1296
chrX	544994	545502	+	lncRNA_1297
chrX	569173	569544	+	lncRNA_1298
chrX	581799	582863	+	lncRNA_1299
chrX	585655	585911	+	lncRNA_1300
chrX	604484	604916	+	lncRNA_1301
chrX	608996	609500	+	lncRNA_1302
chrX	613044	613596	+	lncRNA_1303
chrX	623192	623536	+	lncRNA_1304
chrX	643510	645110	+	lncRNA_1305
chrX	654245	654512	+	lncRNA_1306
chrX	664054	664902	+	lncRNA_1307
chrX	665275	666538	+	lncRNA_1308
chrX	678920	680142	+	lncRNA_1309
chrX	709559	710126	+	lncRNA_1310
chrX	713605	715461	+	lncRNA_1311
chrX	721623	722088	+	lncRNA_1312
chrX	737874	738216	+	lncRNA_1313
chrX	739986	740679	+	lncRNA_1314
chrX	741413	741837	+	lncRNA_1315
