chr	site	strand	count
chrIX	69427	+	25
chrIX	69437	+	2
chrIX	69439	+	4
chrIX	69445	+	1
chrIX	69447	+	1
chrIX	69448	+	2
chrIX	69450	+	5
chrIX	69455	+	8
chrIX	69463	+	1
chrIX	69468	+	1
chrIX	69471	+	9
chrIX	69473	+	1
chrIX	69507	+	2
chrIX	69510	+	5
chrIX	69532	+	6
chrIX	69543	+	1
chrIX	69548	+	2
chrIX	69556	+	4
chrIX	69557	+	1
chrIX	69558	+	1
chrIX	69559	+	2
chrIX	69560	+	4
chrIX	69561	+	1
chrIX	69562	+	1
chrIX	69563	+	2
chrIX	69573	+	5
chrIX	69581	+	1
chrIX	69591	+	4
chrIX	69617	+	1
chrIX	71737	-	1
chrIX	71875	-	4
chrIX	72319	+	1
chrIX	73575	-	6
chrIX	76013	+	1
chrIX	76014	+	3
chrIX	76015	+	2
chrIX	77013	-	1
chrIX	77073	-	15
chrIX	77198	-	1
chrIX	77200	-	16
chrIX	77206	-	5
chrIX	77244	-	4
chrIX	77265	-	2
chrIX	83658	+	1
chrIX	83668	+	1
chrIX	83694	+	24
chrIX	83788	+	1
chrIX	83796	+	5
chrIX	83834	+	1
chrIX	83837	+	1
chrIX	83843	+	1
chrIX	83918	+	3
chrIX	83953	+	3
chrIX	84128	+	1
chrIX	86534	+	4
chrIX	88987	-	1
chrIX	89037	-	5
chrIX	89488	-	1
chrIX	91467	-	1
chrIX	91538	-	2
chrIX	92517	-	15
chrIX	94225	-	11
chrIX	96854	+	5
chrIX	96862	+	4
chrIX	96883	+	5
chrIX	96904	+	8
chrIX	96905	+	2
chrIX	96920	+	1
chrIX	96921	+	1
chrIX	96940	+	3
chrIX	96941	+	1
chrIX	96945	+	4
chrIX	96965	+	1
chrIX	97042	+	12
chrIX	97044	+	8
chrIX	97047	+	9
chrIX	97049	+	12
chrIX	97051	+	4
chrIX	97055	+	2
chrIX	97071	+	1
chrIX	97073	+	7
chrIX	97096	+	1
chrIX	97108	+	40
chrIX	97109	+	9
chrIX	97110	+	11
chrIX	97111	+	15
chrIX	97112	+	6
chrIX	97114	+	18
chrIX	97115	+	1
chrIX	97117	+	1
chrIX	97118	+	4
chrIX	97123	+	5
chrIX	97124	+	21
chrIX	97125	+	33
chrIX	97126	+	40
chrIX	97127	+	65
chrIX	97128	+	56
chrIX	97129	+	99
chrIX	97130	+	97
chrIX	97131	+	71
chrIX	97132	+	41
chrIX	97133	+	37
chrIX	97134	+	3
chrIX	97136	+	1
chrIX	97137	+	1
chrIX	97138	+	27
chrIX	97139	+	23
chrIX	97140	+	30
chrIX	97141	+	11
chrIX	97142	+	2
chrIX	97144	+	15
chrIX	97145	+	5
chrIX	97146	+	17
chrIX	97147	+	12
chrIX	97148	+	5
chrIX	97149	+	6
chrIX	97158	+	1
chrIX	97159	+	10
chrIX	97161	+	7
chrIX	97162	+	2
chrIX	97165	+	1
chrIX	97166	+	4
chrIX	97169	+	2
chrIX	97172	+	3
chrIX	97173	+	1
chrIX	97174	+	16
chrIX	97175	+	6
chrIX	97176	+	10
chrIX	97177	+	2
chrIX	97178	+	7
chrIX	97181	+	12
chrIX	97182	+	1
chrIX	97185	+	5
chrIX	97188	+	3
chrIX	97190	+	8
chrIX	97191	+	5
chrIX	97192	+	7
chrIX	97193	+	4
chrIX	97194	+	7
chrIX	97195	+	17
chrIX	97197	+	6
chrIX	97199	+	3
chrIX	97200	+	2
chrIX	97201	+	9
chrIX	97202	+	1
chrIX	97203	+	5
chrIX	97204	+	16
chrIX	97205	+	2
chrIX	97206	+	4
chrIX	97207	+	1
chrIX	97208	+	2
chrIX	97210	+	3
chrIX	97211	+	7
chrIX	97213	+	1
chrIX	97215	+	1
chrIX	97230	+	1
chrIX	97236	+	1
chrIX	97237	+	12
chrIX	98392	-	1
chrIX	98405	-	2
chrIX	98420	-	1
chrIX	98460	-	1
chrIX	98465	-	3
chrIX	98467	-	2
chrIX	98482	-	1
chrIX	98484	-	6
chrIX	98489	-	4
chrIX	98491	-	1
chrIX	98499	-	3
chrIX	98504	-	1
chrIX	98507	-	1
chrIX	98512	-	2
chrIX	98513	-	2
chrIX	98523	-	1
chrIX	98562	-	3
chrIX	98582	-	3
chrIX	98585	-	4
chrIX	98601	-	1
chrIX	98602	-	4
chrIX	98623	-	1
chrIX	98637	-	3
chrIX	98640	-	1
chrIX	98641	-	2
chrIX	98642	-	9
chrIX	98647	-	10
chrIX	98655	-	8
chrIX	98662	-	38
chrIX	98672	-	2
chrIX	98673	-	1
chrIX	98678	-	3
chrIX	98701	-	1
chrIX	98714	-	10
chrIX	98743	-	1
chrIX	98774	-	8
chrIX	98780	-	1
chrIX	98784	-	1
chrIX	98803	-	1
chrIX	98807	-	27
chrIX	98822	-	1
chrIX	98824	-	1
chrIX	98825	-	1
chrIX	98833	-	1
chrIX	98834	-	27
chrIX	98844	-	4
chrIX	98860	-	4
chrIX	98866	-	1
chrIX	98875	-	9
chrIX	98876	-	1
chrIX	98877	-	10
chrIX	98884	-	2
chrIX	98886	-	2
chrIX	98889	-	2
chrIX	98890	-	3
chrIX	98897	-	10
chrIX	98899	-	4
chrIX	98907	-	1
chrIX	98909	-	7
chrIX	98910	-	19
chrIX	98937	-	1
chrIX	98954	-	2
chrIX	98959	-	8
chrIX	98965	-	2
chrIX	98969	-	3
chrIX	98988	-	1
chrIX	99001	-	1
chrIX	99003	-	1
chrIX	99007	-	1
chrIX	99021	-	5
chrIX	99029	-	8
chrIX	99040	-	1
chrIX	99045	-	1
chrIX	99047	-	4
chrIX	99048	-	1
chrIX	99062	-	3
chrIX	99071	-	13
chrIX	99073	-	1
chrIX	99081	-	2
chrIX	99085	-	2
chrIX	99331	-	1
chrIX	99333	-	2
chrIX	99342	-	7
chrIX	99350	-	4
chrIX	99375	-	5
chrIX	99381	-	2
chrIX	99395	-	2
chrIX	99397	-	6
chrIX	99398	-	1
chrIX	99408	-	1
chrIX	99435	-	4
chrM	13621	+	1
chrM	13802	+	1
chrM	13812	+	1
chrM	13824	+	1
chrM	13828	+	1
chrM	13830	+	3
chrM	13851	+	12
chrM	13882	+	3
chrM	13884	+	2
chrM	13887	+	12
chrM	13897	+	7
chrM	13900	+	2
chrM	13915	+	2
chrM	13922	+	3
chrM	13978	+	4
chrM	13979	+	5
chrM	13980	+	1
chrM	13981	+	1
chrM	13992	+	9
chrM	14049	-	2
chrM	14191	+	11
chrM	14194	+	10
chrM	14198	+	2
chrM	14209	+	1
chrM	14210	+	4
chrM	14213	+	1
chrM	14226	+	2
chrM	14236	+	7
chrM	14241	+	19
chrM	14243	+	1
chrM	14259	+	2
chrM	14260	+	1
chrM	14301	+	18
chrM	14400	+	4
chrM	14401	+	1
chrM	14480	+	6
chrM	14513	+	3
chrM	14515	+	5
chrM	14555	+	1
chrM	14578	+	2
chrM	14607	+	8
chrM	14641	+	12
chrM	14642	+	1
chrM	14702	+	1
chrM	14726	+	3
chrM	14817	+	4
chrM	14846	+	3
chrM	14940	+	13
chrM	14950	+	4
chrM	14964	+	4
chrM	14981	+	1
chrM	15039	+	4
chrM	15050	+	1
chrM	15060	+	5
chrM	15070	+	1
chrM	15073	+	4
chrM	15075	+	1
chrM	15083	+	1
chrM	15089	+	1
chrM	15104	+	2
chrM	15109	+	1
chrM	15115	+	2
chrM	15117	+	15
chrM	15119	+	1
chrM	15142	+	3
chrM	15148	+	1
chrM	15173	+	1
chrM	15190	+	1
chrM	15193	+	1
chrM	15206	+	1
chrM	15210	+	1
chrM	15259	+	2
chrM	15260	+	1
chrM	15265	+	1
chrM	15335	+	1
chrM	15341	+	1
chrM	15343	+	1
chrM	15409	+	2
chrM	15431	+	1
chrM	15481	+	7
chrM	15530	+	1
chrM	15538	+	4
chrM	15549	+	5
chrM	15555	+	2
chrM	15581	+	4
chrM	15591	+	1
chrM	15663	+	5
chrM	15672	+	8
chrM	15699	+	1
chrM	15709	+	3
chrM	15817	+	9
chrM	15834	+	1
chrM	15842	+	5
chrM	15860	+	1
chrM	15908	+	1
chrM	15979	+	1
chrM	15983	+	2
chrM	15989	+	1
chrM	16002	+	1
chrM	16005	+	1
chrM	16028	+	11
chrM	16086	+	8
chrM	16102	+	2
chrM	16115	+	6
chrM	16140	+	3
chrM	16148	+	2
chrM	16149	+	6
chrM	16171	+	1
chrM	16172	+	5
chrM	16213	+	6
chrM	16214	+	2
chrM	16216	+	1
chrM	16228	+	2
chrM	16398	+	13
chrM	16421	+	2
chrM	16423	+	1
chrM	16434	+	1
chrM	16436	+	1
chrM	16437	+	6
chrM	16467	+	3
chrM	16470	+	2
chrM	16471	+	1
chrM	16566	+	8
chrM	16567	+	1
chrM	16569	+	1
chrM	16743	+	4
chrM	16750	+	3
chrM	16769	+	14
chrM	16771	+	2
chrM	16805	+	1
chrM	16846	+	1
chrM	16847	+	5
chrM	16880	+	11
chrM	16889	+	1
chrM	16931	+	5
chrM	16932	+	4
chrM	17248	+	11
chrM	17311	+	1
chrM	17320	+	1
chrM	17329	+	1
chrM	17363	+	2
chrM	17369	+	2
chrM	17406	+	2
chrM	17417	+	2
chrM	17436	+	3
chrM	17606	+	2
chrM	17618	+	1
chrM	17642	+	1
chrM	17656	+	1
chrM	17673	+	1
chrM	17679	+	4
chrM	17705	+	6
chrM	17714	+	1
chrM	17726	+	3
chrM	17728	+	1
chrM	17737	+	4
chrM	17738	+	1
chrM	17763	+	2
chrM	17781	+	1
chrM	17797	+	4
chrM	17822	+	2
chrM	17826	+	1
chrM	17827	+	1
chrM	17828	+	2
chrM	17895	+	6
chrM	17952	+	1
chrM	17974	+	2
chrM	17998	+	1
chrM	18005	+	3
chrM	18137	+	1
chrM	18160	+	3
chrM	18168	+	5
chrM	18191	+	1
chrM	18220	+	1
chrM	18424	+	1
chrM	18458	+	1
chrM	18501	+	5
chrM	18619	+	8
chrM	18620	+	1
chrM	18642	+	11
chrM	18646	+	3
chrM	18647	+	6
chrM	18651	+	2
chrM	18669	+	8
chrM	18679	+	1
chrM	18856	+	6
chrM	18860	+	1
chrM	18922	+	18
chrM	18938	+	1
chrM	18958	+	1
chrM	19525	+	7
chrM	19536	+	1
chrM	19551	+	2
chrM	20266	-	1
chrM	20510	+	1
chrM	20512	+	1
chrM	20520	+	2
chrM	20522	+	7
chrM	20523	+	1
chrM	20558	+	16
chrM	20559	+	2
chrM	20563	+	2
chrM	20570	+	1
chrM	20604	+	1
chrM	20607	+	40
chrM	20650	+	1
chrM	20660	+	2
chrM	20662	+	3
chrM	20664	+	14
chrM	20670	+	3
chrM	20671	+	1
chrM	20706	+	1
chrM	20707	+	9
chrM	20726	+	3
chrM	20763	+	2
chrM	20773	+	6
chrM	20832	+	6
chrM	20856	+	3
chrM	20865	+	2
chrM	20875	+	26
chrM	20901	+	1
chrM	20927	+	3
chrM	20969	+	1
chrM	21015	+	1
chrM	21016	+	1
chrM	21037	+	2
chrM	21061	+	1
chrM	21074	+	2
chrM	21088	+	1
chrM	21089	+	4
chrM	21090	+	7
chrM	21115	+	6
chrM	21118	+	2
chrM	21176	+	7
chrM	21442	+	1
chrM	21481	+	1
chrM	21507	+	2
chrM	21525	+	2
chrM	21526	+	1
chrM	21527	+	2
chrM	21530	+	2
chrM	21531	+	1
chrM	21533	+	1
chrM	21535	+	2
chrM	21594	+	1
chrM	21634	+	1
chrM	21641	+	2
chrM	21700	+	1
chrM	21718	+	1
chrM	21763	+	1
chrM	21766	+	1
chrM	21767	+	1
chrM	21768	+	1
chrM	21770	+	3
chrM	21782	+	3
chrM	21785	+	1
chrM	21822	+	1
chrM	21893	+	1
chrM	21933	+	2
chrM	22027	+	3
chrM	22042	+	1
chrM	22053	+	2
chrM	22060	+	1
chrM	22084	+	1
chrM	22117	+	1
chrM	22132	+	1
chrM	22133	+	4
chrM	22138	+	1
chrM	22156	+	12
chrM	22186	+	1
chrM	22206	+	1
chrM	22228	+	1
chrM	22243	+	1
chrM	22384	+	2
chrM	22472	+	1
chrM	22477	+	1
chrM	22559	+	2
chrM	22562	+	2
chrM	22723	+	7
chrM	22818	+	1
chrM	22915	+	1
chrM	23195	+	1
chrM	23211	+	4
chrM	23318	+	2
chrM	23357	+	1
chrM	23521	+	1
chrM	23574	+	6
chrM	23593	+	4
chrM	23627	+	3
chrM	23680	+	3
chrM	23724	+	1
chrM	23725	+	5
chrM	23738	+	11
chrM	25317	+	2
chrM	25338	+	3
chrM	25339	+	3
chrM	25411	+	1
chrM	25483	+	1
chrM	25494	+	1
chrM	25496	+	1
chrM	25497	+	3
chrM	25498	+	1
chrM	25500	+	6
chrM	25521	+	1
chrM	25819	+	2
chrM	25822	+	2
chrM	25825	+	1
chrM	25831	+	2
chrM	25860	+	1
chrM	25864	+	1
chrM	25866	+	2
chrM	25887	+	1
chrM	25896	+	1
chrM	25897	+	1
chrM	25941	+	1
chrM	25950	+	1
chrM	26064	+	1
chrM	26070	+	1
chrM	26245	+	3
chrM	26248	+	1
chrM	26254	+	9
chrM	26255	+	2
chrM	26257	+	2
chrM	26260	+	6
chrM	26276	+	3
chrM	26277	+	1
chrM	26279	+	1
chrM	26283	+	1
chrM	26286	+	2
chrM	26301	+	2
chrM	26315	+	2
chrM	26319	+	9
chrM	26327	+	1
chrM	26331	+	1
chrM	26334	+	2
chrM	26336	+	4
chrM	26341	+	3
chrM	26343	+	2
chrM	26346	+	3
chrM	26348	+	1
chrM	26356	+	5
chrM	26363	+	1
chrM	26365	+	1
chrM	26367	+	4
chrM	26369	+	2
chrM	26371	+	19
chrM	26372	+	16
chrM	26375	+	1
chrM	26376	+	1
chrM	26379	+	3
chrM	26381	+	8
chrM	26382	+	21
chrM	26383	+	5
chrM	26384	+	1
chrM	26385	+	2
chrM	26386	+	1
chrM	26387	+	9
chrM	26389	+	1
chrM	26391	+	4
chrM	26392	+	2
chrM	26394	+	1
chrM	26395	+	2
chrM	26396	+	41
chrM	26397	+	4
chrM	26399	+	4
chrM	26403	+	1
chrM	26405	+	7
chrM	26414	+	23
chrM	26448	+	2
chrM	26501	+	3
chrM	26509	+	1
chrM	26510	+	1
chrM	26525	+	2
chrM	26527	+	3
chrM	26539	+	3
chrM	26541	+	1
chrM	26562	+	1
chrM	26563	+	2
chrM	26564	+	3
chrM	26566	+	4
chrM	26567	+	9
chrM	26568	+	5
chrM	26571	+	5
chrM	26606	+	19
chrM	26607	+	1
chrM	26610	+	1
chrM	26612	+	7
chrM	26618	+	40
chrM	26619	+	33
chrM	26625	+	1
chrM	26644	+	4
chrM	26645	+	1
chrM	26647	+	3
chrM	26649	+	1
chrM	26677	+	1
chrM	26726	+	1
chrM	27352	+	1
chrM	27365	+	2
chrM	27366	+	1
chrM	27368	+	1
chrM	27371	+	2
chrM	27372	+	1
chrM	27373	+	1
chrM	27375	+	3
chrM	27416	+	1
chrM	27436	+	1
chrM	27439	+	2
chrM	27441	+	1
chrM	27445	+	1
chrM	27456	+	2
chrM	27486	+	1
chrM	27752	+	2
chrM	27754	+	11
chrM	28115	+	1
chrM	28127	+	2
chrM	28166	+	3
chrM	28693	+	4
chrM	28694	+	7
chrM	28696	+	1
chrM	28702	+	5
chrM	28729	+	14
chrM	28804	+	1
chrM	28818	+	3
chrM	28831	+	2
chrM	28846	+	1
chrM	28864	+	1
chrM	28888	+	3
chrM	28929	+	4
chrM	28930	+	2
chrM	28940	+	1
chrM	28945	+	1
chrM	28985	+	1
chrM	28996	+	10
chrM	29004	+	14
chrM	29005	+	3
chrM	29074	+	4
chrM	29084	+	1
chrM	29085	+	3
chrM	29107	+	1
chrM	29109	+	1
chrM	29133	+	1
chrM	29143	+	1
chrM	29145	+	4
chrM	29171	+	2
chrM	29176	+	1
chrM	29186	+	1
chrM	29224	+	4
chrM	29225	+	1
chrM	29226	+	2
chrM	29228	+	2
chrM	29236	+	2
chrM	29241	+	1
chrM	35372	+	65
chrM	35382	+	18
chrM	35383	+	3
chrM	35403	+	6
chrM	35405	+	6
chrM	35406	+	17
chrM	35408	+	4
chrM	35409	+	1
chrM	35413	+	1
chrM	36271	+	1
chrM	36277	+	1
chrM	36564	+	2
chrM	36567	+	4
chrM	36571	+	1
chrM	36573	+	2
chrM	36587	+	2
chrM	36590	+	1
chrM	36616	+	5
chrM	36617	+	5
chrM	36638	+	1
chrM	36674	+	4
chrM	36760	+	14
chrM	36777	+	14
chrM	36808	+	12
chrM	36835	+	1
chrM	36853	+	1
chrM	36869	+	2
chrM	36877	+	4
chrM	36893	+	4
chrM	36899	+	5
chrM	36922	+	11
chrM	36926	+	2
chrM	36927	+	3
chrM	36938	+	3
chrM	36953	+	2
chrM	37060	+	1
chrM	37090	+	1
chrM	37099	+	4
chrM	37136	+	2
chrM	37223	+	1
chrM	37224	+	1
chrM	37225	+	3
chrM	37275	+	2
chrM	37407	+	4
chrM	37422	+	1
chrM	37428	+	3
chrM	37580	+	2
chrM	37586	+	3
chrM	37619	+	3
chrM	37641	+	1
chrM	37782	+	3
chrM	37878	+	1
chrM	37925	+	1
chrM	38094	+	1
chrM	38612	+	1
chrM	38626	+	2
chrM	38653	+	1
chrM	39150	+	2
chrM	39180	+	1
chrM	39192	+	9
chrM	39287	+	1
chrM	39288	+	2
chrM	39372	+	2
chrM	39404	+	1
chrM	39455	+	1
chrM	39456	+	1
chrM	39490	+	7
chrM	39564	+	3
chrM	39810	+	1
chrM	39816	+	3
chrM	39887	+	1
chrM	39910	+	1
chrM	39913	+	22
chrM	39914	+	1
chrM	39934	+	2
chrM	39935	+	6
chrM	40024	+	3
chrM	40026	+	1
chrM	40051	+	4
chrM	40211	+	1
chrM	40470	+	1
chrM	40519	+	1
chrM	40542	+	1
chrM	40572	+	2
chrM	40810	+	1
chrM	40842	+	1
chrM	40935	+	3
chrM	41012	+	7
chrM	41057	+	1
chrM	41058	+	12
chrM	41069	+	2
chrM	41072	+	1
chrM	41082	+	1
chrM	41085	+	13
chrM	41282	+	3
chrM	41297	+	1
chrM	41327	+	1
chrM	41330	+	1
chrM	41347	+	4
chrM	41351	+	1
chrM	41357	+	3
chrM	41359	+	7
chrM	41390	+	1
chrM	41391	+	1
chrM	41698	+	1
chrM	41813	+	4
chrM	41819	+	1
chrM	41921	+	1
chrM	41922	+	1
chrM	42504	+	11
chrM	42509	+	12
chrM	42511	+	2
chrM	42520	+	13
chrM	42521	+	1
chrM	42522	+	1
chrM	42541	+	3
chrM	42543	+	2
chrM	43276	+	3
chrM	43295	+	8
chrM	43313	+	2
chrM	43315	+	4
chrM	43330	+	1
chrM	43342	+	4
chrM	43365	+	1
chrM	43375	+	12
chrM	43376	+	2
chrM	43412	+	2
chrM	43426	+	1
chrM	43440	+	5
chrM	43442	+	1
chrM	43457	+	1
chrM	43459	+	1
chrM	43465	+	1
chrM	43468	+	8
chrM	43470	+	2
chrM	43476	+	1
chrM	43504	+	1
chrM	43514	+	2
chrM	43531	+	14
chrM	43538	+	10
chrM	43559	+	4
chrM	43576	+	4
chrM	43582	+	2
chrM	43583	+	1
chrM	43618	+	2
chrM	46104	+	2
chrM	46117	+	1
chrM	46122	+	1
chrM	46126	+	1
chrM	46219	+	1
chrM	46235	+	2
chrM	46237	+	1
chrM	46239	+	1
chrM	46700	+	1
chrM	46705	+	2
chrM	46722	+	11
chrM	46728	+	1
chrM	46745	+	2
chrM	46749	+	8
chrM	46757	+	3
chrM	46770	+	8
chrM	46775	+	2
chrM	46776	+	16
chrM	46778	+	9
chrM	46779	+	1
chrM	46781	+	4
chrM	46783	+	2
chrM	46791	+	1
chrM	46793	+	1
chrM	46795	+	2
chrM	46796	+	9
chrM	46797	+	1
chrM	46800	+	2
chrM	46803	+	1
chrM	46806	+	8
chrM	46807	+	3
chrM	46808	+	3
chrM	46809	+	1
chrM	46810	+	5
chrM	46821	+	8
chrM	46822	+	1
chrM	46834	+	3
chrM	46835	+	1
chrM	46836	+	1
chrM	46847	+	1
chrM	46851	+	1
chrM	46857	+	7
chrM	46868	+	7
chrM	46869	+	1
chrM	46870	+	3
chrM	46871	+	1
chrM	46874	+	2
chrM	46875	+	1
chrM	46876	+	7
chrM	46878	+	5
chrM	46879	+	2
chrM	46885	+	1
chrM	46889	+	8
chrM	46890	+	1
chrM	46895	+	6
chrM	46916	+	4
chrM	46921	+	1
chrM	46934	+	1
chrM	46935	+	1
chrM	46936	+	1
chrM	46943	+	1
chrM	46967	+	1
chrM	46976	+	2
chrM	46982	+	2
chrM	46985	+	1
chrM	47008	+	2
chrM	48197	+	2
chrM	48211	+	2
chrM	48219	+	9
chrM	48220	+	23
chrM	48228	+	26
chrM	48233	+	6
chrM	48235	+	17
chrM	48236	+	2
chrM	48237	+	1
chrM	48239	+	3
chrM	48243	+	5
chrM	48251	+	2
chrM	48253	+	2
chrM	48836	+	1
chrM	58006	+	3
chrM	58007	+	4
chrM	58008	+	1
chrM	58010	+	6
chrM	58012	+	4
chrM	58013	+	2
chrM	58014	+	1
chrM	58025	+	2
chrM	58027	+	1
chrM	58028	+	2
chrM	58029	+	3
chrM	58032	+	1
chrM	58035	+	1
chrM	58036	+	7
chrM	58037	+	4
chrM	58038	+	5
chrM	58050	+	1
chrM	58051	+	1
chrM	58056	+	2
chrM	58060	+	1
chrM	58064	+	1
chrM	58066	+	1
chrM	58068	+	1
chrM	58071	+	1
chrM	58075	+	1
chrM	58078	+	1
chrM	58087	+	1
chrM	58090	+	3
chrM	58096	+	3
chrM	58103	+	1
chrM	58111	+	2
chrM	58125	+	1
chrM	58126	+	1
chrM	58133	+	1
chrM	58141	+	1
chrM	58149	+	1
chrM	58163	+	4
chrM	58166	+	1
chrM	58171	+	2
chrM	58182	+	1
chrM	58183	+	2
chrM	58189	+	2
chrM	58190	+	1
chrM	58191	+	2
chrM	58192	+	1
chrM	58195	+	4
chrM	58196	+	11
chrM	58197	+	15
chrM	58198	+	5
chrM	58199	+	8
chrM	58200	+	11
chrM	58201	+	6
chrM	58204	+	1
chrM	58205	+	2
chrM	58208	+	4
chrM	58210	+	1
chrM	58213	+	2
chrM	58215	+	10
chrM	58217	+	1
chrM	58218	+	10
chrM	58220	+	2
chrM	58221	+	24
chrM	58222	+	32
chrM	58223	+	22
chrM	58224	+	29
chrM	58225	+	3
chrM	58226	+	13
chrM	58227	+	13
chrM	58228	+	4
chrM	58229	+	1
chrM	58237	+	12
chrM	58246	+	4
chrM	58249	+	13
chrM	58250	+	6
chrM	58253	+	2
chrM	58258	+	2
chrM	58262	+	1
chrM	58263	+	6
chrM	58264	+	1
chrM	58266	+	1
chrM	58268	+	10
chrM	58269	+	1
chrM	58270	+	4
chrM	58271	+	11
chrM	58273	+	2
chrM	58274	+	7
chrM	58278	+	2
chrM	58280	+	1
chrM	58281	+	3
chrM	58283	+	6
chrM	58290	+	3
chrM	58292	+	1
chrM	58298	+	1
chrM	58303	+	1
chrM	58315	+	3
chrM	58317	+	10
chrM	58334	+	9
chrM	58337	+	5
chrM	58345	+	4
chrM	58349	+	15
chrM	58353	+	1
chrM	58356	+	1
chrM	58361	+	2
chrM	58364	+	1
chrM	58367	+	4
chrM	58372	+	2
chrM	58375	+	1
chrM	58376	+	3
chrM	58383	+	1
chrM	58388	+	2
chrM	58391	+	4
chrM	58392	+	1
chrM	58397	+	1
chrM	58407	+	2
chrM	58413	+	3
chrM	58416	+	1
chrM	58417	+	2
chrM	58418	+	1
chrM	58420	+	3
chrM	58424	+	2
chrM	58426	+	1
chrM	58427	+	2
chrM	58428	+	1
chrM	58436	+	2
chrM	58438	+	1
chrM	58443	+	2
chrM	58447	+	2
chrM	58448	+	1
chrM	58449	+	1
chrM	58450	+	1
chrM	58451	+	1
chrM	58452	+	2
chrM	58454	+	5
chrM	58458	+	1
chrM	58461	+	6
chrM	58467	+	1
chrM	58470	+	2
chrM	58473	+	5
chrM	58474	+	7
chrM	58475	+	3
chrM	58476	+	2
chrM	58477	+	3
chrM	58478	+	4
chrM	58479	+	1
chrM	58480	+	1
chrM	58482	+	1
chrM	58505	+	1
chrM	58509	+	3
chrM	58510	+	2
chrM	58519	+	1
chrM	58521	+	1
chrM	58534	+	4
chrM	58535	+	1
chrM	58536	+	2
chrM	58538	+	1
chrM	58539	+	1
chrM	58541	+	2
chrM	58542	+	2
chrM	58543	+	1
chrM	58549	+	2
chrM	58555	+	1
chrM	58557	+	3
chrM	58559	+	1
chrM	58562	+	6
chrM	58563	+	1
chrM	58564	+	3
chrM	58565	+	11
chrM	58566	+	13
chrM	58567	+	13
chrM	58569	+	1
chrM	58571	+	1
chrM	58572	+	105
chrM	58573	+	7
chrM	58574	+	3
chrM	58575	+	1
chrM	58576	+	3
chrM	58577	+	1
chrM	58581	+	4
chrM	58583	+	9
chrM	58584	+	1
chrM	58585	+	29
chrM	58588	+	3
chrM	58591	+	1
chrM	58593	+	1
chrM	58597	+	1
chrM	58600	+	1
chrM	58601	+	35
chrM	58602	+	31
chrM	58603	+	1
chrM	58604	+	14
chrM	58608	+	3
chrM	58616	+	6
chrM	58617	+	20
chrM	58619	+	1
chrM	58622	+	9
chrM	58623	+	1
chrM	58630	+	5
chrM	58632	+	2
chrM	58638	+	8
chrM	58639	+	1
chrM	58644	+	51
chrM	58645	+	5
chrM	58647	+	3
chrM	58648	+	8
chrM	58650	+	2
chrM	58651	+	15
chrM	58653	+	16
chrM	58654	+	2
chrM	58659	+	4
chrM	58660	+	18
chrM	58661	+	9
chrM	58662	+	20
chrM	58663	+	4
chrM	58664	+	5
chrM	58666	+	12
chrM	58668	+	1
chrM	58670	+	4
chrM	58673	+	13
chrM	58675	+	11
chrM	58676	+	1
chrM	58680	+	6
chrM	58683	+	4
chrM	58684	+	1
chrM	58686	+	3
chrM	58687	+	7
chrM	58704	+	2
chrM	58705	+	9
chrM	58753	+	1
chrM	58759	+	1
chrM	58768	+	2
chrM	58769	+	4
chrM	58770	+	1
chrM	58771	+	1
chrM	58790	+	3
chrM	58800	+	6
chrM	58808	+	1
chrM	58812	+	1
chrM	58819	+	3
chrM	58820	+	1
chrM	58821	+	2
chrM	58832	+	2
chrM	58844	+	1
chrM	58855	+	4
chrM	58856	+	1
chrM	58864	+	11
chrM	58866	+	1
chrM	58875	+	1
chrM	58877	+	3
chrM	58878	+	14
chrM	58880	+	1
chrM	58883	+	1
chrM	58891	+	2
chrM	58895	+	7
chrM	58896	+	1
chrM	58897	+	4
chrM	58898	+	1
chrM	58907	+	1
chrM	58908	+	5
chrM	58915	+	1
chrM	58916	+	3
chrM	58918	+	4
chrM	58924	+	20
chrM	58925	+	31
chrM	58926	+	1
chrM	58952	+	1
chrM	58955	+	2
chrM	58957	+	1
chrM	58976	+	1
chrM	58983	+	2
chrM	58987	+	4
chrM	58995	+	4
chrM	59000	+	1
chrM	59011	+	3
chrM	59017	+	4
chrM	59025	+	1
chrM	59030	+	1
chrM	59031	+	1
chrM	59041	+	1
chrM	59046	+	1
chrM	59053	+	2
chrM	59055	+	2
chrM	59060	+	1
chrM	59074	+	1
chrM	59080	+	2
chrM	59082	+	1
chrM	59084	+	1
chrM	59085	+	1
chrM	59086	+	1
chrM	59088	+	1
chrM	59104	+	1
chrM	59106	+	1
chrM	59114	+	1
chrM	59121	+	1
chrM	59130	+	1
chrM	59131	+	1
chrM	59152	+	1
chrM	59161	+	2
chrM	59176	+	1
chrM	59188	+	2
chrM	59192	+	1
chrM	59204	+	1
chrM	59206	+	1
chrM	59209	+	1
chrM	59210	+	3
chrM	59211	+	1
chrM	59212	+	2
chrM	59213	+	1
chrM	59214	+	5
chrM	59227	+	5
chrM	59228	+	1
chrM	59231	+	1
chrM	59233	+	1
chrM	59238	+	3
chrM	59241	+	1
chrM	59246	+	1
chrM	59247	+	6
chrM	59249	+	21
chrM	59250	+	10
chrM	59251	+	33
chrM	59254	+	1
chrM	59258	+	1
chrM	59259	+	1
chrM	59261	+	6
