chr	site	strand	count
chrIV	488864	-	1
chrIV	488865	-	20
chrIV	488868	-	2
chrIV	488869	-	1
chrIV	488870	-	20
chrIV	488871	-	5
chrIV	488872	-	6
chrIV	488873	-	79
chrIV	488874	-	1
chrIV	488876	-	15
chrIV	488880	-	10
chrIV	488883	-	17
chrIV	489524	+	1
chrIV	489671	+	49
chrIV	489672	+	1
chrIV	489712	+	4
chrIV	489843	+	2
chrIV	489859	+	1
chrIV	490116	+	4
chrIV	490117	+	1
chrIV	490123	+	1
chrIV	490159	+	1
chrIV	490198	+	1
chrIV	490202	+	9
chrIV	490204	+	1
chrIV	490227	+	2
chrIV	490438	+	25
chrIV	490653	+	15
chrIV	490656	+	1
chrIV	490662	+	1
chrIV	490801	+	3
chrIV	490830	+	5
chrIV	490837	+	1
chrIV	490842	+	2
chrIV	490964	+	1
chrIV	491495	+	19
chrIV	491498	+	5
chrIV	491502	+	15
chrIV	491503	+	2
chrIV	491504	+	1
chrIV	491539	+	4
chrIV	491736	+	9
chrIV	491791	+	4
chrIV	491798	+	1
chrIV	491849	+	2
chrIV	491951	+	2
chrIV	491986	+	3
chrIV	492013	+	32
chrIV	492015	+	1
chrIV	492031	+	2
chrIV	492036	+	2
chrIV	492043	+	25
chrIV	492045	+	2
chrIV	492048	+	3
chrIV	492050	+	1
chrIV	492051	+	22
chrIV	492063	+	63
chrIV	492064	+	1
chrIV	492065	+	2
chrIV	492081	+	10
chrIV	492083	+	1
chrIV	492093	+	1
chrIV	492094	+	25
chrIV	492095	+	1
chrIV	492096	+	1
chrIV	492122	+	3
chrIV	492130	+	2
chrIV	492163	+	10
chrIV	492164	+	1
chrIV	492185	+	36
chrIV	492187	+	4
chrIV	492364	+	24
chrIV	492365	+	2
chrIV	492373	+	13
chrIV	492374	+	22
chrIV	492379	+	1
chrIV	492396	+	7
chrIV	494760	-	6
chrIV	496998	-	1
chrIV	497166	-	1
chrIV	497932	-	2
chrIV	498736	-	2
chrIV	499028	-	2
chrIV	500526	-	1
chrIV	500912	-	1
chrIV	500939	-	1
chrIV	500955	-	1
chrIV	501011	-	1
chrIV	501015	-	1
chrIV	501363	-	1
chrIV	501421	-	4
chrIV	501439	-	1
chrIV	501440	-	43
chrIV	504139	-	19
chrIV	504315	-	1
chrIV	504406	-	12
chrIV	504669	-	1
chrIV	50663	+	2
chrIV	506950	-	1
chrIV	506954	-	1
chrIV	507225	-	1
chrIV	507900	+	2
chrIV	507995	+	10
chrIV	507996	+	1
chrIV	507997	+	1
chrIV	508037	+	1
chrIV	508053	+	2
chrIV	508073	+	11
chrIV	508098	+	43
chrIV	508099	+	1
chrIV	508102	+	21
chrIV	508103	+	11
chrIV	508111	+	1
chrIV	508113	+	1
chrIV	508168	+	1
chrIV	508281	+	20
chrIV	508330	+	17
chrIV	508331	+	1
chrIV	508337	+	5
chrIV	508378	+	30
chrIV	508385	+	2
chrIV	508445	+	4
chrIV	508584	+	12
chrIV	508585	+	1
chrIV	508601	+	20
chrIV	508606	+	1
chrIV	508639	+	7
chrIV	508640	+	1
chrIV	508641	+	1
chrIV	508689	+	3
chrIV	508799	+	3
chrIV	508863	+	2
chrIV	508960	+	17
chrIV	508961	+	7
chrIV	508984	+	1
chrIV	508994	+	57
chrIV	508996	+	1
chrIV	509172	+	1
chrIV	509210	+	54
chrIV	509212	+	1
chrIV	509213	+	1
chrIV	509262	+	18
chrIV	509264	+	1
chrIV	509293	+	2
chrIV	509304	+	2
chrIV	509385	+	30
chrIV	509386	+	1
chrIV	509387	+	22
chrIV	510495	-	4
chrIV	510632	-	27
chrIV	510673	-	1
chrIV	511619	-	4
chrIV	519730	+	20
chrIV	519735	+	1
chrIV	519736	+	23
chrIV	519738	+	1
chrIV	519741	+	17
chrIV	519742	+	2
chrIV	519743	+	1
chrIV	519746	+	1
chrIV	519747	+	1
chrIV	519748	+	3
chrIV	519749	+	2
chrIV	519750	+	38
chrIV	519757	+	4
chrIV	519760	+	9
chrIV	519762	+	3
chrIV	519763	+	1
chrIV	519769	+	1
chrIV	519771	+	1
chrIV	519775	+	1
chrIV	519776	+	16
chrIV	519777	+	4
chrIV	519780	+	8
chrIV	519793	+	5
chrIV	519795	+	1
chrIV	519796	+	3
chrIV	519928	-	7
chrIV	520029	+	6
chrIV	520052	+	15
chrIV	520053	+	1
chrIV	520560	+	1
chrIV	520576	+	1
chrIV	520591	+	1
chrIV	520637	+	1
chrIV	520960	+	13
chrIV	520961	+	1
chrIV	520966	+	5
chrIV	520967	+	1
chrIV	520970	+	1
chrIV	520989	+	1
chrIV	521854	+	3
chrIV	525388	+	1
chrIV	525398	+	1
chrIV	525415	+	14
chrIV	525416	+	1
chrIV	525419	+	3
chrIV	525424	+	1
chrIV	525439	+	30
chrIV	525460	+	12
chrIV	525463	+	1
chrIV	525486	+	233
chrIV	525487	+	3
chrIV	525515	+	11
chrIV	525610	+	13
chrIV	525613	+	22
chrIV	525614	+	6
chrIV	525641	+	2
chrIV	525736	+	1
chrIV	525738	+	12
chrIV	525757	+	2
chrIV	525775	+	4
chrIV	525780	+	1
chrIV	525822	+	11
chrIV	525889	+	215
chrIV	525890	+	1
chrIV	525891	+	5
chrIV	525892	+	1
chrIV	52596	+	1
chrIV	526223	+	21
chrIV	526225	+	1
chrIV	526278	+	81
chrIV	526285	+	5
chrIV	526286	+	3
chrIV	526295	+	1
chrIV	526373	+	32
chrIV	526374	+	1
chrIV	526382	+	59
chrIV	526484	+	22
chrIV	526920	+	3
chrIV	527055	+	2
chrIV	527209	+	1
chrIV	527251	+	1
chrIV	530486	-	3
chrIV	530488	-	12
chrIV	530526	-	1
chrIV	530527	-	1
chrIV	530528	-	63
chrIV	530588	-	2
chrIV	530615	-	10
chrIV	530699	-	1
chrIV	530700	-	1
chrIV	530701	-	42
chrIV	530743	-	1
chrIV	531215	-	4
chrIV	531221	-	4
chrIV	540227	+	6
chrIV	540303	+	11
chrIV	540304	+	1
chrIV	541596	-	1
chrIV	541620	-	1
chrIV	541622	-	1
chrIV	541626	-	1
chrIV	541627	-	5
chrIV	541628	-	2
chrIV	541629	-	7
chrIV	541633	-	1
chrIV	541638	-	40
chrIV	541639	-	6
chrIV	541643	-	1
chrIV	541644	-	8
chrIV	541645	-	18
chrIV	541646	-	61
chrIV	541647	-	36
chrIV	541648	-	59
chrIV	541649	-	2
chrIV	541651	-	1
chrIV	541653	-	8
chrIV	541654	-	43
chrIV	541655	-	4
chrIV	541657	-	1
chrIV	541658	-	5
chrIV	541659	-	8
chrIV	541660	-	85
chrIV	541661	-	46
chrIV	541662	-	9
chrIV	541663	-	113
chrIV	541664	-	144
chrIV	541665	-	16
chrIV	541668	-	12
chrIV	541669	-	9
chrIV	541670	-	53
chrIV	541671	-	11
chrIV	541672	-	19
chrIV	541673	-	41
chrIV	541674	-	1
chrIV	541675	-	65
chrIV	541676	-	2
chrIV	541677	-	76
chrIV	541678	-	62
chrIV	541679	-	17
chrIV	541680	-	24
chrIV	541681	-	3
chrIV	541682	-	51
chrIV	541683	-	2
chrIV	541684	-	18
chrIV	541685	-	33
chrIV	541686	-	1
chrIV	541687	-	1
chrIV	541688	-	21
chrIV	541689	-	1
chrIV	541690	-	29
chrIV	541691	-	25
chrIV	541694	-	1
chrIV	541696	-	68
chrIV	541697	-	13
chrIV	541698	-	8
chrIV	541699	-	21
chrIV	541700	-	22
chrIV	541701	-	122
chrIV	541702	-	58
chrIV	541703	-	35
chrIV	541726	-	39
chrIV	541939	-	1
chrIV	542558	+	2
chrIV	542559	+	4
chrIV	542560	+	3
chrIV	542570	-	1
chrIV	542578	-	6
chrIV	546863	+	2
chrIV	547503	+	6
chrIV	547607	+	4
chrIV	547608	+	1
chrIV	547686	+	1
chrIV	547689	+	3
chrIV	548250	-	1
chrIV	548754	-	1
chrIV	548895	-	2
chrIV	548896	-	45
chrIV	549487	-	1
chrIV	549488	-	1
chrIV	549489	-	25
chrIV	549917	-	1
chrIV	550287	-	1
chrIV	550288	-	13
chrIV	550309	-	3
chrIV	551489	+	2
chrIV	551577	+	3
chrIV	551755	+	1
chrIV	552179	+	3
chrIV	552904	+	6
chrIV	553098	+	1
chrIV	553099	+	5
chrIV	553114	+	1
chrIV	554814	+	2
chrIV	554877	+	1
chrIV	555686	-	3
chrIV	555692	-	4
chrIV	555694	-	2
chrIV	555747	-	1
chrIV	555748	-	1
chrIV	555749	-	9
chrIV	555783	-	10
chrIV	555789	-	2
chrIV	555790	-	1
chrIV	555797	-	15
chrIV	555812	-	21
chrIV	555814	-	1
chrIV	555815	-	2
chrIV	555820	-	1
chrIV	555821	-	3
chrIV	555822	-	31
chrIV	555852	-	4
chrIV	555853	-	15
chrIV	555903	-	1
chrIV	555915	-	1
chrIV	555923	-	16
chrIV	555940	-	19
chrIV	555941	-	1
chrIV	555946	-	1
chrIV	555949	-	2
chrIV	555968	-	1
chrIV	555991	-	3
chrIV	555992	-	191
chrIV	556013	-	4
chrIV	556037	-	1
chrIV	556051	-	1
chrIV	556052	-	26
chrIV	556085	-	2
chrIV	556086	-	48
chrIV	556124	-	5
chrIV	556129	-	1
chrIV	556130	-	1
chrIV	556131	-	36
chrIV	556139	-	3
chrIV	556168	-	6
chrIV	556169	-	17
chrIV	556170	-	29
chrIV	556197	-	2
chrIV	556199	-	80
chrIV	556200	-	2
chrIV	556231	-	2
chrIV	556235	-	51
chrIV	556258	-	1
chrIV	556272	-	1
chrIV	556273	-	1
chrIV	556274	-	2
chrIV	556275	-	62
chrIV	556287	-	2
chrIV	556300	-	1
chrIV	556301	-	6
chrIV	556318	-	2
chrIV	556320	-	55
chrIV	556323	-	1
chrIV	556324	-	16
chrIV	556337	-	24
chrIV	556358	-	48
chrIV	556379	-	1
chrIV	556396	-	15
chrIV	556403	-	2
chrIV	556404	-	1
chrIV	556405	-	1
chrIV	556435	-	3
chrIV	556441	-	1
chrIV	556442	-	48
chrIV	556460	-	1
chrIV	556483	-	3
chrIV	556502	-	2
chrIV	556503	-	1
chrIV	558164	+	7
chrIV	558165	+	6
chrIV	558166	+	4
chrIV	558227	+	4
chrIV	559502	-	10
chrIV	559791	-	7
chrIV	561246	-	1
chrIV	561703	-	41
chrIV	563668	+	24
chrIV	564090	+	10
chrIV	56527	-	8
chrIV	565492	-	1
chrIV	566070	+	1
chrIV	567493	+	1
chrIV	568879	+	29
chrIV	568881	+	1
chrIV	568882	+	1
chrIV	568915	+	1
chrIV	568957	+	4
chrIV	568962	+	2
chrIV	568963	+	1
chrIV	568973	+	2
chrIV	569583	-	1
chrIV	569584	-	29
chrIV	570699	+	74
chrIV	570700	+	2
chrIV	570701	+	1
chrIV	570740	+	1
chrIV	571729	+	5
chrIV	572217	+	1
chrIV	572454	+	6
chrIV	573711	+	3
chrIV	576169	+	1
chrIV	576197	+	4
chrIV	576355	+	1
chrIV	576591	+	7
chrIV	577283	+	7
chrIV	577584	+	58
chrIV	577641	+	2
chrIV	577789	+	6
chrIV	577815	+	2
chrIV	578392	+	35
chrIV	578393	+	1
chrIV	578394	+	2
chrIV	579438	+	1
chrIV	579508	+	10
chrIV	579700	+	87
chrIV	579701	+	1
chrIV	579702	+	1
chrIV	579716	+	1
chrIV	579736	+	73
chrIV	579737	+	1
chrIV	579762	+	1
chrIV	579791	+	1
chrIV	579837	+	3
chrIV	579877	+	33
chrIV	579878	+	1
chrIV	579911	+	4
chrIV	579977	+	12
chrIV	580072	+	65
chrIV	580073	+	102
chrIV	580074	+	1
chrIV	580086	+	1
chrIV	580094	+	27
chrIV	580113	+	3
chrIV	580146	+	4
chrIV	580159	+	2
chrIV	580160	+	3
chrIV	580170	+	8
chrIV	580182	+	11
chrIV	580215	+	1
chrIV	580232	+	1
chrIV	580233	+	1
chrIV	580256	+	1
chrIV	580270	+	54
chrIV	580271	+	1
chrIV	580310	+	2
chrIV	580367	+	25
chrIV	580374	+	62
chrIV	580403	+	1
chrIV	580470	+	1
chrIV	580486	+	2
chrIV	580487	+	1
chrIV	580492	+	1
chrIV	580497	+	1
chrIV	580501	+	13
chrIV	581080	+	7
chrIV	583351	-	1
chrIV	583420	-	1
chrIV	583754	+	23
chrIV	583755	+	4
chrIV	587370	-	1
chrIV	587371	-	20
chrIV	587490	-	2
chrIV	588860	-	8
chrIV	588880	-	2
chrIV	588882	-	6
chrIV	588970	-	1
chrIV	589018	-	1
chrIV	589171	-	1
chrIV	589172	-	8
chrIV	589173	-	8
chrIV	589312	-	6
chrIV	589408	-	6
chrIV	589802	-	1
chrIV	589939	-	1
chrIV	590111	-	2
chrIV	590225	-	4
chrIV	590338	-	15
chrIV	590456	-	1
chrIV	590665	-	2
chrIV	590670	-	106
chrIV	590684	-	1
chrIV	590686	-	22
chrIV	590739	-	2
chrIV	590756	-	1
chrIV	590880	-	1
chrIV	591000	-	4
chrIV	591008	-	5
chrIV	591031	-	2
chrIV	591051	-	2
chrIV	591074	-	1
chrIV	591077	-	5
chrIV	591131	-	1
chrIV	591154	-	30
chrIV	591159	-	1
chrIV	591220	-	2
chrIV	591318	-	1
chrIV	591381	-	1
chrIV	591436	-	1
chrIV	591441	-	9
chrIV	592349	+	1
chrIV	592388	+	37
chrIV	592389	+	1
chrIV	592400	+	11
chrIV	592402	+	1
chrIV	592521	+	2
chrIV	592689	+	9
chrIV	592765	+	139
chrIV	592766	+	6
chrIV	592767	+	3
chrIV	592981	+	1
chrIV	592989	-	1
chrIV	593432	+	1
chrIV	593793	+	7
chrIV	593870	+	3
chrIV	593879	+	56
chrIV	593880	+	1
chrIV	593945	+	5
chrIV	593985	+	79
chrIV	593986	+	1
chrIV	593987	+	1
chrIV	594088	+	3
chrIV	594108	+	2
chrIV	594176	+	1
chrIV	594182	+	9
chrIV	594282	+	37
chrIV	594283	+	1
chrIV	594284	+	1
chrIV	594392	+	1
chrIV	594414	+	1
chrIV	594477	+	21
chrIV	594478	+	1
chrIV	594580	+	7
chrIV	594659	+	1
chrIV	594683	+	3
chrIV	594707	+	3
chrIV	595184	+	1
chrIV	595237	+	2
chrIV	595290	+	1
chrIV	595426	+	34
chrIV	595549	+	32
chrIV	595686	+	1
chrIV	595705	+	1
chrIV	595817	+	1
chrIV	596030	+	1
chrIV	596058	+	5
chrIV	596786	+	1
chrIV	597077	+	1
chrIV	600787	+	1
chrIV	600788	+	1
chrIV	600810	+	1
chrIV	600814	+	3
chrIV	600816	+	3
chrIV	600827	+	1
chrIV	600865	+	26
chrIV	600867	+	1
chrIV	600891	+	20
chrIV	600894	+	1
chrIV	600907	+	1
chrIV	600908	+	25
chrIV	600916	+	1
chrIV	600926	+	9
chrIV	600957	+	1
chrIV	600979	+	1
chrIV	600980	+	57
chrIV	601002	+	1
chrIV	601007	+	1
chrIV	601016	+	1
chrIV	601020	+	1
chrIV	601022	+	9
chrIV	601025	+	1
chrIV	601026	+	47
chrIV	601027	+	3
chrIV	601058	+	1
chrIV	601064	+	2
chrIV	601066	+	1
chrIV	601093	+	1
chrIV	601126	+	6
chrIV	601132	+	22
chrIV	601142	+	14
chrIV	601178	+	18
chrIV	601189	+	21
chrIV	601196	+	19
chrIV	601209	+	7
chrIV	601233	+	124
chrIV	601234	+	3
chrIV	601273	+	20
chrIV	601282	+	2
chrIV	601292	+	1
chrIV	601302	+	3
chrIV	601350	+	1
chrIV	601361	+	1
chrIV	601434	+	5
chrIV	601456	+	2
chrIV	601457	+	5
chrIV	601462	+	1
chrIV	601497	+	7
chrIV	601513	+	1
chrIV	601514	+	134
chrIV	601516	+	1
chrIV	601517	+	28
chrIV	601518	+	1
chrIV	601530	+	1
chrIV	601574	+	4
chrIV	601606	+	1
chrIV	601611	+	1
chrIV	601621	+	1
chrIV	601625	+	1
chrIV	601648	+	3
chrIV	601649	+	39
chrIV	601673	+	1
chrIV	601674	+	122
chrIV	601675	+	2
chrIV	601695	+	9
chrIV	601696	+	1
chrIV	601699	+	1
chrIV	601734	+	1
chrIV	601739	+	1
chrIV	601740	+	45
chrIV	601756	+	127
chrIV	601757	+	2
chrIV	601758	+	3
chrIV	601765	+	54
chrIV	601766	+	1
chrIV	601777	+	8
chrIV	601778	+	1
chrIV	601793	+	8
chrIV	601803	+	1
chrIV	601847	+	3
chrIV	601866	+	3
chrIV	601874	+	5
chrIV	601878	+	6
chrIV	601879	+	3
chrIV	601880	+	77
chrIV	601885	+	1
chrIV	601900	+	22
chrIV	601927	+	3
chrIV	601975	+	1
chrIV	601982	+	2
chrIV	601991	+	1
chrIV	601994	+	11
chrIV	602067	+	49
chrIV	602068	+	2
chrIV	602069	+	1
chrIV	602072	+	3
chrIV	602076	+	24
chrIV	602108	+	2
chrIV	602210	+	2
chrIV	603074	-	1
chrIV	603091	+	1
chrIV	603097	+	40
chrIV	603098	+	2
chrIV	604568	+	8
chrIV	605919	+	1
chrIV	605920	+	58
chrIV	607075	-	7
chrIV	60722	-	2
chrIV	607773	-	41
chrIV	607777	-	7
chrIV	613601	-	20
chrIV	616792	-	2
chrIV	616805	-	1
chrIV	616964	-	1
chrIV	617005	-	1
chrIV	617086	-	4
chrIV	617114	-	2
chrIV	617145	-	14
chrIV	617443	-	1
chrIV	619984	-	1
chrIV	619986	-	13
chrIV	619997	-	1
chrIV	620016	-	1
chrIV	620020	-	2
chrIV	620023	-	1
chrIV	620024	-	4
chrIV	620029	-	2
chrIV	620031	-	1
chrIV	620032	-	3
chrIV	620033	-	3
chrIV	620035	-	2
chrIV	620038	-	4
chrIV	620041	-	1
chrIV	620042	-	13
chrIV	620043	-	18
chrIV	620045	-	1
chrIV	620048	-	2
chrIV	620049	-	1
chrIV	620050	-	2
chrIV	620051	-	1
chrIV	620053	-	157
chrIV	620054	-	8
chrIV	620055	-	20
chrIV	620059	-	78
chrIV	621887	-	2
chrIV	621888	-	2
chrIV	621895	-	1
chrIV	621906	-	1
chrIV	621914	-	3
chrIV	622071	+	34
chrIV	622073	+	1
chrIV	622140	+	11
chrIV	623487	+	18
chrIV	625472	-	2
chrIV	625496	-	9
chrIV	626003	-	1
chrIV	626447	-	19
chrIV	626519	-	3
chrIV	626524	-	1
chrIV	626525	-	2
chrIV	626526	-	106
chrIV	627131	-	1
chrIV	627132	-	24
chrIV	627745	-	1
chrIV	627785	-	1
chrIV	628096	-	1
chrIV	628097	-	2
chrIV	628098	-	38
chrIV	630054	+	1
chrIV	630057	+	6
chrIV	630115	+	10
chrIV	630300	+	95
chrIV	630301	+	2
chrIV	630302	+	1
chrIV	630368	+	76
chrIV	630369	+	3
chrIV	630370	+	1
chrIV	630544	-	3
chrIV	630545	-	4
chrIV	630546	-	123
chrIV	631042	+	1
chrIV	631044	+	22
chrIV	631430	+	2
chrIV	631522	+	71
chrIV	631523	+	1
chrIV	633006	+	10
chrIV	633007	+	1
chrIV	633036	+	1
chrIV	633464	+	41
chrIV	633482	+	12
chrIV	636941	+	26
chrIV	637201	+	4
chrIV	637695	+	11
chrIV	637740	+	1
chrIV	638036	+	5
chrIV	640289	-	5
chrIV	641142	-	2
chrIV	641280	-	3
chrIV	642329	-	2
chrIV	642330	-	85
chrIV	642331	-	1
chrIV	642917	-	1
chrIV	644822	-	1
chrIV	644824	-	12
chrIV	644900	-	1
chrIV	644901	-	5
chrIV	644963	-	7
chrIV	644969	-	2
chrIV	644970	-	27
chrIV	645047	-	1
chrIV	645188	-	3
chrIV	645207	-	1
chrIV	645226	-	1
chrIV	645227	-	4
chrIV	645236	-	13
chrIV	645239	-	20
chrIV	645658	-	1
chrIV	649918	-	1
chrIV	652700	+	117
chrIV	652701	+	3
chrIV	652730	+	9
chrIV	652755	+	1
chrIV	652757	+	86
chrIV	652758	+	1
chrIV	652764	+	1
chrIV	652793	+	1
chrIV	652809	+	117
chrIV	652810	+	3
chrIV	652811	+	3
chrIV	652868	+	5
chrIV	652966	+	22
chrIV	652967	+	1
chrIV	652970	+	1
chrIV	652977	+	4
chrIV	653036	+	2
chrIV	653102	-	7
chrIV	653156	+	18
chrIV	653158	+	1
chrIV	653159	+	1
chrIV	653167	+	6
chrIV	653229	+	32
chrIV	653262	-	1
chrIV	653397	+	1
chrIV	653475	+	6
chrIV	653543	+	3
chrIV	653615	+	3
chrIV	653633	+	61
chrIV	653634	+	3
chrIV	653639	+	1
chrIV	653655	+	5
chrIV	653752	+	1
chrIV	653800	+	33
chrIV	653801	+	1
chrIV	653950	+	2
chrIV	654123	+	1
chrIV	654136	+	2
chrIV	654191	+	4
chrIV	654280	+	1
chrIV	654444	+	1
chrIV	654513	+	33
chrIV	654615	+	3
chrIV	655111	+	1
chrIV	655170	+	4
chrIV	655172	+	1
chrIV	655185	+	1
chrIV	656971	-	3
chrIV	657017	-	19
chrIV	657376	-	1
chrIV	658388	+	3
chrIV	659490	+	2
chrIV	667924	-	1
chrIV	667926	-	40
chrIV	668062	-	1
chrIV	668065	-	1
chrIV	668071	-	3
chrIV	668072	-	2
chrIV	668074	-	1
chrIV	668075	-	6
chrIV	668077	-	7
chrIV	668083	-	41
chrIV	668091	-	1
chrIV	668093	-	31
chrIV	670466	-	25
chrIV	671726	+	1
chrIV	67976	-	7
chrIV	685915	+	6
chrIV	685935	+	3
chrIV	685951	+	1
chrIV	68617	-	2
chrIV	68722	-	1
chrIV	688414	+	4
chrIV	688669	+	3
chrIV	689825	+	1
chrIV	691453	-	1
chrIV	694514	+	33
chrIV	700046	+	14
chrIV	700047	+	2
chrIV	704492	+	5
chrIV	704511	+	1
chrIV	704546	+	2
chrIV	704791	+	1
chrIV	704853	+	1
chrIV	705157	+	8
chrIV	705276	+	3
chrIV	705479	+	1
chrIV	705645	+	3
chrIV	705736	+	5
chrIV	705738	+	1
chrIV	705744	+	1
chrIV	706227	+	1
chrIV	706825	+	1
chrIV	709098	+	126
chrIV	709099	+	1
chrIV	709100	+	2
chrIV	709223	+	1
chrIV	709837	+	14
chrIV	70987	-	1
chrIV	70988	-	1
chrIV	70989	-	27
chrIV	711422	+	12
chrIV	713298	-	1
chrIV	713299	-	1
chrIV	713300	-	28
chrIV	713548	-	1
chrIV	713872	-	9
chrIV	714359	-	35
chrIV	714429	-	3
chrIV	714536	-	2
chrIV	714753	-	5
chrIV	714815	-	1
chrIV	714836	-	4
chrIV	714851	-	8
chrIV	715055	-	1
chrIV	715056	-	14
chrIV	715202	-	1
chrIV	715299	-	1
chrIV	715401	-	1
chrIV	716445	-	19
chrIV	71863	-	1
chrIV	720094	-	1
chrIV	720826	-	1
chrIV	720876	-	2
chrIV	720949	-	2
chrIV	720955	-	1
chrIV	721090	-	10
chrIV	721091	-	1
chrIV	721260	-	2
chrIV	721261	-	8
chrIV	721262	-	157
chrIV	721318	-	2
chrIV	721374	-	1
chrIV	721457	-	4
chrIV	721460	-	1
chrIV	721462	-	14
chrIV	722958	-	13
chrIV	724453	-	2
chrIV	72522	-	32
chrIV	725225	-	3
chrIV	726330	-	1
chrIV	726377	-	3
chrIV	726658	-	1
chrIV	726828	-	2
chrIV	726869	-	1
chrIV	726873	-	8
chrIV	727071	-	7
chrIV	728478	+	6
chrIV	72868	-	30
chrIV	728944	+	1
chrIV	729101	+	11
chrIV	72997	-	6
chrIV	730647	+	15
chrIV	730946	+	2
chrIV	73119	-	1
chrIV	73120	-	11
chrIV	731449	+	1
chrIV	731940	+	6
chrIV	732071	+	5
chrIV	73231	-	8
chrIV	733536	-	1
chrIV	733563	-	9
chrIV	733591	-	2
chrIV	734195	+	6
chrIV	734686	+	9
chrIV	735109	-	4
chrIV	735110	-	53
chrIV	73660	+	1
chrIV	738069	-	6
chrIV	739049	-	1
chrIV	739296	-	19
chrIV	739411	-	8
chrIV	73964	-	1
chrIV	739657	-	2
chrIV	743844	-	20
chrIV	743934	-	1
chrIV	743937	-	1
chrIV	744332	-	1
chrIV	744454	-	1
chrIV	744520	-	21
chrIV	745777	-	2
chrIV	746730	+	70
chrIV	746731	+	2
chrIV	746758	+	1
chrIV	747183	+	1
chrIV	748523	+	2
chrIV	748525	+	2
chrIV	750212	-	7
chrIV	751335	+	5
chrIV	751336	+	1
chrIV	754181	-	1
chrIV	754764	-	2
chrIV	755978	+	40
chrIV	756075	+	2
chrIV	756136	+	1
chrIV	756521	+	2
chrIV	756610	+	1
chrIV	759643	+	1
chrIV	759644	+	56
chrIV	759645	+	1
chrIV	762656	+	1
chrIV	764409	-	1
chrIV	764411	-	57
chrIV	764869	-	6
chrIV	765175	-	1
chrIV	765231	-	1
chrIV	765258	-	1
chrIV	765259	-	3
chrIV	765260	-	116
chrIV	765823	+	7
chrIV	766401	+	1
chrIV	767073	-	1
chrIV	767526	-	1
chrIV	767558	-	1
chrIV	767559	-	3
chrIV	767560	-	27
chrIV	768405	-	19
chrIV	768410	-	1
chrIV	768411	-	1
chrIV	768412	-	76
chrIV	768431	-	2
chrIV	768443	-	2
chrIV	768454	-	1
chrIV	768469	-	1
chrIV	768506	-	2
chrIV	768535	-	6
chrIV	768539	-	22
chrIV	768541	-	1
chrIV	768551	-	7
chrIV	768561	-	1
chrIV	768562	-	1
chrIV	768563	-	23
chrIV	768570	-	1
chrIV	768574	-	8
chrIV	768575	-	2
chrIV	768589	-	1
chrIV	768592	-	2
chrIV	768609	-	1
chrIV	768610	-	7
chrIV	768626	-	6
chrIV	768633	-	1
chrIV	768655	-	1
chrIV	768715	-	1
chrIV	768717	-	40
chrIV	768719	-	2
chrIV	768749	-	1
chrIV	768751	-	5
chrIV	768760	-	2
chrIV	768761	-	4
chrIV	768762	-	158
chrIV	768808	-	5
chrIV	768828	-	2
chrIV	768879	-	14
chrIV	768887	-	3
chrIV	768894	-	20
chrIV	768929	-	1
chrIV	768936	-	11
chrIV	768942	-	2
chrIV	768943	-	2
chrIV	768944	-	76
chrIV	768945	-	1
chrIV	768987	-	2
chrIV	769004	-	2
chrIV	769022	-	1
chrIV	769035	-	14
chrIV	769982	+	32
chrIV	769984	+	1
chrIV	770398	+	4
chrIV	770422	+	1
chrIV	770425	+	50
chrIV	770426	+	1
chrIV	770605	+	1
chrIV	770626	+	1
chrIV	770627	+	1
chrIV	770805	+	1
chrIV	770806	+	3
chrIV	771232	+	1
chrIV	771253	+	1
chrIV	771391	+	23
chrIV	771392	+	2
chrIV	771393	+	1
chrIV	771572	+	22
chrIV	771573	+	2
chrIV	771984	+	1
chrIV	772726	+	1
chrIV	777271	+	4
chrIV	779724	+	11
chrIV	78437	+	55
chrIV	78438	+	2
chrIV	78446	+	1
chrIV	785165	+	1
chrIV	785166	+	29
chrIV	785167	+	1
chrIV	785951	+	5
chrIV	786587	-	1
chrIV	786588	-	2
chrIV	786589	-	21
chrIV	78722	+	1
chrIV	78723	+	6
chrIV	78816	+	3
chrIV	790771	+	1
chrIV	790865	+	4
chrIV	791141	-	1
chrIV	791142	-	3
chrIV	791143	-	1
chrIV	791234	+	22
chrIV	791296	+	13
chrIV	791297	+	1
chrIV	79134	+	2
chrIV	792170	-	1
chrIV	793729	-	35
chrIV	794914	+	2
chrIV	796235	-	6
chrIV	796514	-	11
chrIV	796516	-	1
chrIV	796716	-	2
chrIV	796717	-	2
chrIV	796718	-	85
chrIV	796760	-	1
chrIV	796927	-	28
chrIV	796968	-	1
chrIV	797006	-	2
chrIV	798370	-	2
chrIV	798576	-	2
chrIV	798770	-	1
chrIV	798771	-	12
chrIV	798914	-	12
chrIV	799555	-	7
chrIV	800535	-	1
chrIV	800713	-	1
chrIV	801082	-	1
chrIV	801083	-	5
chrIV	801625	-	2
chrIV	801626	-	19
chrIV	801692	+	1
chrIV	801803	-	2
chrIV	801851	-	1
chrIV	801966	-	4
chrIV	802746	-	1
chrIV	802751	-	2
chrIV	802762	-	1
chrIV	802770	-	1
chrIV	802771	-	2
chrIV	802776	-	7
chrIV	802778	-	1
chrIV	802780	-	4
chrIV	802782	-	4
chrIV	802783	-	10
